# ID,WKT
151,"POLYGON ((8.531435055517948 47.377234323972225,8.534339313830502 47.386879303895263,8.522438537304245 47.387768513266998,8.519538208649440 47.378122957645431,8.531435055517948 47.377234323972225))"
152,"POLYGON ((8.528532391803392 47.367591039474163,8.531435055517948 47.377234323972225,8.519538208649440 47.378122957645431,8.516639472556955 47.368479097838140,8.528532391803392 47.367591039474163))"
153,"POLYGON ((7.592767971132809 47.561925338902206,7.595367529101054 47.571635323662790,7.583564124630428 47.572418507424530,7.580968511611102 47.562708013620473,7.592767971132809 47.561925338902206))"
154,"POLYGON ((7.601967189522462 47.551433555227739,7.604569250903618 47.561141309603919,7.592767971132809 47.561925338902206,7.590169852780356 47.552217074969469,7.601967189522462 47.551433555227739))"
155,"POLYGON ((7.604569250903618 47.561141309603919,7.607172753988032 47.570850784460752,7.595367529101054 47.571635323662790,7.592767971132809 47.561925338902206,7.604569250903618 47.561141309603919))"
156,"POLYGON ((8.555233863846727 47.375452890537595,8.558145981659651 47.385096716444600,8.546241795754264 47.385988705129101,8.543333607721882 47.376344301777515,8.555233863846727 47.375452890537595))"
157,"POLYGON ((6.146276903789058 46.202284490516675,6.147299934996397 46.207029952875288,6.141769933090436 46.207327355906543,6.140747808037720 46.202581797020109,6.146276903789058 46.202284490516675))"
158,"POLYGON ((6.145254148191063 46.197539477896498,6.146276903789058 46.202284490516675,6.140747808037720 46.202581797020109,6.139725958357268 46.197836687905117,6.145254148191063 46.197539477896498))"
159,"POLYGON ((6.150782813233818 46.197241972625577,6.151806474789126 46.201986888656556,6.146276903789058 46.202284490516675,6.145254148191063 46.197539477896498,6.150782813233818 46.197241972625577))"
160,"POLYGON ((6.151806474789126 46.201986888656556,6.152830412190856 46.206732254392954,6.147299934996397 46.207029952875288,6.146276903789058 46.202284490516675,6.151806474789126 46.201986888656556))"
161,"POLYGON ((8.313252952847284 47.049357229524446,8.314658052074545 47.054152509376060,8.308785134180786 47.054580403378679,8.307380999432828 47.049784985070566,8.313252952847284 47.049357229524446))"
162,"POLYGON ((8.307380999432828 47.049784985070566,8.308785134180786 47.054580403378679,8.302912645592700 47.055007959055956,8.301509475312530 47.050212402397761,8.307380999432828 47.049784985070566))"
163,"POLYGON ((8.540427016322699 47.366701593461045,8.541880112520042 47.371522735714521,8.535931605391703 47.371967776285508,8.534479490992238 47.367146489956475,8.540427016322699 47.366701593461045))"
164,"POLYGON ((8.541880112520042 47.371522735714521,8.543333607721882 47.376344301777515,8.537384118541373 47.376789486472795,8.535931605391703 47.371967776285508,8.541880112520042 47.371522735714521))"
165,"POLYGON ((7.585569760554388 47.557462371204949,7.586868013756182 47.562316845549020,7.580968511611102 47.562708013620473,7.579671244244513 47.557853412134257,7.585569760554388 47.557462371204949))"
166,"POLYGON ((7.590169852780356 47.552217074969469,7.591468732074788 47.557070991807748,7.585569760554388 47.557462371204949,7.584271866855309 47.552608327160399,7.590169852780356 47.552217074969469))"
167,"POLYGON ((7.591468732074788 47.557070991807748,7.592767971132809 47.561925338902206,7.586868013756182 47.562316845549020,7.585569760554388 47.557462371204949,7.591468732074788 47.557070991807748))"
168,"POLYGON ((8.547829045620984 47.371077347991310,8.549283522882630 47.375898769820914,8.543333607721882 47.376344301777515,8.541880112520042 47.371522735714521,8.547829045620984 47.371077347991310))"
169,"POLYGON ((8.546374967618100 47.366256349922445,8.547829045620984 47.371077347991310,8.541880112520042 47.371522735714521,8.540427016322699 47.366701593461045,8.546374967618100 47.366256349922445))"
170,"POLYGON ((8.552323344701716 47.365810759275291,8.553778404517722 47.370631613050470,8.547829045620984 47.371077347991310,8.546374967618100 47.366256349922445,8.552323344701716 47.365810759275291))"
171,"POLYGON ((6.116962608644472 46.235069320418617,6.117472037246183 46.237443770195227,6.114705802903823 46.237591837357314,6.114196601149275 46.235217363544841,6.116962608644472 46.235069320418617))"
172,"POLYGON ((6.119219148500724 46.232546890111706,6.119728735238176 46.234921203410728,6.116962608644472 46.235069320418617,6.116453248729487 46.232694983076030,6.119219148500724 46.232546890111706))"
173,"POLYGON ((6.119728735238176 46.234921203410728,6.120238390692069 46.237295629139673,6.117472037246183 46.237443770195227,6.116962608644472 46.235069320418617,6.119728735238176 46.234921203410728))"
