Level,WKT
151,"POLYGON ((7.112763091317550 46.295212965716914,7.150831970298083 46.447168146959520,6.969795563782777 46.458364717330269,6.932671275665387 46.306294032265860,7.112763091317550 46.295212965716914))"
152,"POLYGON ((6.895865613401482 46.154677891170842,6.932671275665387 46.306294032265860,6.753047738292168 46.317060295376415,6.717177871525054 46.165333084831346,6.895865613401482 46.154677891170842))"
153,"POLYGON ((6.859374738358916 46.003517457791666,6.895865613401482 46.154677891170842,6.717177871525054 46.165333084831346,6.681615068578809 46.014062785969692,6.859374738358916 46.003517457791666))"
154,"POLYGON ((7.037600675355394 45.992663659611345,7.075020635264524 46.143711077401726,6.895865613401482 46.154677891170842,6.859374738358916 46.003517457791666,7.037600675355394 45.992663659611345))"
155,"POLYGON ((7.075020635264524 46.143711077401726,7.112763091317550 46.295212965716914,6.932671275665387 46.306294032265860,6.895865613401482 46.154677891170842,7.075020635264524 46.143711077401726))"
156,"POLYGON ((7.254638207374755 46.132430491055366,7.293318382434197 46.283814926438666,7.112763091317550 46.295212965716914,7.075020635264524 46.143711077401726,7.254638207374755 46.132430491055366))"
157,"POLYGON ((7.216288221590603 45.981499255709082,7.254638207374755 46.132430491055366,7.075020635264524 46.143711077401726,7.037600675355394 45.992663659611345,7.216288221590603 45.981499255709082))"
158,"POLYGON ((7.395432663659406 45.970022128466191,7.434713543895544 46.120833998156264,7.254638207374755 46.132430491055366,7.216288221590603 45.981499255709082,7.395432663659406 45.970022128466191))"
159,"POLYGON ((7.474332289426683 46.272097764033767,7.514293001393570 46.423812219778867,7.332332761064650 46.435651370069863,7.293318382434197 46.283814926438666,7.474332289426683 46.272097764033767))"
160,"POLYGON ((7.293318382434197 46.283814926438666,7.332332761064650 46.435651370069863,7.150831970298083 46.447168146959520,7.112763091317550 46.295212965716914,7.293318382434197 46.283814926438666))"
161,"POLYGON ((7.332332761064650 46.435651370069863,7.371685421048833 46.587938583717985,7.189231261228175 46.599575397259066,7.150831970298083 46.447168146959520,7.332332761064650 46.435651370069863))"
162,"POLYGON ((7.514293001393570 46.423812219778867,7.554599845652008 46.575976112457930,7.371685421048833 46.587938583717985,7.332332761064650 46.435651370069863,7.514293001393570 46.423812219778867))"
163,"POLYGON ((7.696707699502297 46.411648549025927,7.737969466102237 46.563685820297188,7.554599845652008 46.575976112457930,7.514293001393570 46.423812219778867,7.696707699502297 46.411648549025927))"
164,"POLYGON ((7.879571806899757 46.399158231091974,7.921789156095402 46.551065564828775,7.737969466102237 46.563685820297188,7.696707699502297 46.411648549025927,7.879571806899757 46.399158231091974))"
165,"POLYGON ((7.837716230932599 46.247697565792492,7.879571806899757 46.399158231091974,7.696707699502297 46.411648549025927,7.655799896282021 46.260059347510087,7.837716230932599 46.247697565792492))"
166,"POLYGON ((7.655799896282021 46.260059347510087,7.696707699502297 46.411648549025927,7.514293001393570 46.423812219778867,7.474332289426683 46.272097764033767,7.655799896282021 46.260059347510087))"
167,"POLYGON ((7.615241803228458 46.108919483725956,7.655799896282021 46.260059347510087,7.474332289426683 46.272097764033767,7.434713543895544 46.120833998156264,7.615241803228458 46.108919483725956))"
168,"POLYGON ((7.575029233050587 45.958230178861029,7.615241803228458 46.108919483725956,7.434713543895544 46.120833998156264,7.395432663659406 45.970022128466191,7.575029233050587 45.958230178861029))"
169,"POLYGON ((7.796218088368060 46.096684852287027,7.837716230932599 46.247697565792492,7.655799896282021 46.260059347510087,7.615241803228458 46.108919483725956,7.796218088368060 46.096684852287027))"
170,"POLYGON ((7.977637447276196 46.084128028367132,8.020076265645800 46.235010328234601,7.837716230932599 46.247697565792492,7.796218088368060 46.096684852287027,7.977637447276196 46.084128028367132))"
171,"POLYGON ((7.935559406286314 45.933693512441117,7.977637447276196 46.084128028367132,7.796218088368060 46.096684852287027,7.755073106487263 45.946121326965439,7.935559406286314 45.933693512441117))"
172,"POLYGON ((8.116483200736917 45.920944695035978,8.159494873275781 46.071246957002813,7.977637447276196 46.084128028367132,7.935559406286314 45.933693512441117,8.116483200736917 45.920944695035978))"
173,"POLYGON ((8.159494873275781 46.071246957002813,8.202874917433583 46.221995565130193,8.020076265645800 46.235010328234601,7.977637447276196 46.084128028367132,8.159494873275781 46.071246957002813))"
174,"POLYGON ((8.202874917433583 46.221995565130193,8.246627774507278 46.373189251628993,8.062880218791838 46.386339160118943,8.020076265645800 46.235010328234601,8.202874917433583 46.221995565130193))"
175,"POLYGON ((8.020076265645800 46.235010328234601,8.062880218791838 46.386339160118943,7.879571806899757 46.399158231091974,7.837716230932599 46.247697565792492,8.020076265645800 46.235010328234601))"
176,"POLYGON ((8.062880218791838 46.386339160118943,8.106053732380616 46.538113224947857,7.921789156095402 46.551065564828775,7.879571806899757 46.399158231091974,8.062880218791838 46.386339160118943))"
177,"POLYGON ((8.246627774507278 46.373189251628993,8.290757955202984 46.524826701378764,8.106053732380616 46.538113224947857,8.062880218791838 46.386339160118943,8.246627774507278 46.373189251628993))"
178,"POLYGON ((8.290757955202984 46.524826701378764,8.335270040966630 46.676906551452021,8.149601301661335 46.690331176028451,8.106053732380616 46.538113224947857,8.290757955202984 46.524826701378764))"
179,"POLYGON ((8.335270040966630 46.676906551452021,8.380168685344744 46.829427390640269,8.193527492809201 46.842991618576029,8.149601301661335 46.690331176028451,8.335270040966630 46.676906551452021))"
180,"POLYGON ((8.149601301661335 46.690331176028451,8.193527492809201 46.842991618576029,8.007326876811252 46.856214866534216,7.964372686747577 46.703418236209217,8.149601301661335 46.690331176028451))"
181,"POLYGON ((7.737969466102237 46.563685820297188,7.779589516493124 46.716169846091240,7.595257054029791 46.728588142058683,7.554599845652008 46.575976112457930,7.737969466102237 46.563685820297188))"
182,"POLYGON ((7.779589516493124 46.716169846091240,7.821572239590209 46.869099263453577,7.636268925612545 46.881646961027428,7.595257054029791 46.728588142058683,7.779589516493124 46.716169846091240))"
183,"POLYGON ((7.964372686747577 46.703418236209217,8.007326876811252 46.856214866534216,7.821572239590209 46.869099263453577,7.779589516493124 46.716169846091240,7.964372686747577 46.703418236209217))"
184,"POLYGON ((8.237836944299158 46.996093109245052,8.282534368311019 47.149634155662149,8.094365503789035 47.163134246899688,8.050656275323368 47.009454028733138,8.237836944299158 46.996093109245052))"
185,"POLYGON ((8.380168685344744 46.829427390640269,8.425458615376060 46.982387758982078,8.237836944299158 46.996093109245052,8.193527492809201 46.842991618576029,8.380168685344744 46.829427390640269))"
186,"POLYGON ((8.471144633014832 47.135786147293096,8.517231616586630 47.289620996698353,8.327624552166816 47.303613215961398,8.282534368311019 47.149634155662149,8.471144633014832 47.135786147293096))"
187,"POLYGON ((8.327624552166816 47.303613215961398,8.373112359801237 47.458028698322053,8.182942307483673 47.471811700564750,8.138459257599624 47.317253995830271,8.327624552166816 47.303613215961398))"
188,"POLYGON ((8.282534368311019 47.149634155662149,8.327624552166816 47.303613215961398,8.138459257599624 47.317253995830271,8.094365503789035 47.163134246899688,8.282534368311019 47.149634155662149))"
189,"POLYGON ((8.094365503789035 47.163134246899688,8.138459257599624 47.317253995830271,7.949741390095905 47.330545509862013,7.906643610128567 47.176288579677660,8.094365503789035 47.163134246899688))"
190,"POLYGON ((7.906643610128567 47.176288579677660,7.949741390095905 47.330545509862013,7.761476547154152 47.343489955828062,7.719374198948144 47.189099336386001,7.906643610128567 47.176288579677660))"
191,"POLYGON ((7.949741390095905 47.330545509862013,7.993220110650165 47.485241893345012,7.803951454258062 47.498321489833778,7.761476547154152 47.343489955828062,7.949741390095905 47.330545509862013))"
192,"POLYGON ((8.138459257599624 47.317253995830271,8.182942307483673 47.471811700564750,7.993220110650165 47.485241893345012,7.949741390095905 47.330545509862013,8.138459257599624 47.317253995830271))"
193,"POLYGON ((8.373112359801237 47.458028698322053,8.419002733266012 47.612878960508823,8.227819500991412 47.626805735929914,8.182942307483673 47.471811700564750,8.373112359801237 47.458028698322053))"
194,"POLYGON ((8.610628385657154 47.598593592048815,8.657948323237804 47.753727967615106,8.465300694269137 47.768162309414855,8.419002733266012 47.612878960508823,8.610628385657154 47.598593592048815))"
195,"POLYGON ((7.467626555320506 47.678971349229933,7.508820629913144 47.834945389307116,7.318916847089554 47.847240160409783,7.278741720390518 47.691138705643965,7.467626555320506 47.678971349229933))"
196,"POLYGON ((7.656982369711560 47.666456663038026,7.699196120839710 47.822299736013434,7.508820629913144 47.834945389307116,7.467626555320506 47.678971349229933,7.656982369711560 47.666456663038026))"
197,"POLYGON ((7.846803575988951 47.653592346282920,7.890037643700349 47.809300882788520,7.699196120839710 47.822299736013434,7.656982369711560 47.666456663038026,7.846803575988951 47.653592346282920))"
198,"POLYGON ((7.573670266024580 47.356089555146490,7.615141962340153 47.511052727346645,7.426797197471997 47.523437866766713,7.386328023196466 47.368346552313419,7.573670266024580 47.356089555146490))"
199,"POLYGON ((7.761476547154152 47.343489955828062,7.803951454258062 47.498321489833778,7.615141962340153 47.511052727346645,7.573670266024580 47.356089555146490,7.761476547154152 47.343489955828062))"
200,"POLYGON ((7.719374198948144 47.189099336386001,7.761476547154152 47.343489955828062,7.573670266024580 47.356089555146490,7.532562722289082 47.201568722573221,7.719374198948144 47.189099336386001))"
201,"POLYGON ((7.532562722289082 47.201568722573221,7.573670266024580 47.356089555146490,7.386328023196466 47.368346552313419,7.346214572122230 47.213698966386296,7.532562722289082 47.201568722573221))"
202,"POLYGON ((7.051523788871876 47.547179009230049,7.090333389303394 47.702961055958419,6.902407022767712 47.714440746156747,6.864605958544457 47.558539646673090,7.051523788871876 47.547179009230049))"
203,"POLYGON ((7.090333389303394 47.702961055958419,7.129490384596060 47.859186390446467,6.940546790217947 47.870786443330225,6.902407022767712 47.714440746156747,7.090333389303394 47.702961055958419))"
204,"POLYGON ((6.902407022767712 47.714440746156747,6.940546790217947 47.870786443330225,6.752091546823504 47.882042705165048,6.714968017362821 47.725580143939816,6.902407022767712 47.714440746156747))"
205,"POLYGON ((6.864605958544457 47.558539646673090,6.902407022767712 47.714440746156747,6.714968017362821 47.725580143939816,6.678174481177183 47.569563453665346,6.864605958544457 47.558539646673090))"
206,"POLYGON ((8.802690562682502 47.583947453023512,8.851032663414710 47.738929208797643,8.657948323237804 47.753727967615106,8.610628385657154 47.598593592048815,8.802690562682502 47.583947453023512))"
207,"POLYGON ((8.995183309060112 47.568938392309363,9.044547666876324 47.723763868020839,8.851032663414710 47.738929208797643,8.802690562682502 47.583947453023512,8.995183309060112 47.568938392309363))"
208,"POLYGON ((8.946251898069836 47.414541077371524,8.995183309060112 47.568938392309363,8.802690562682502 47.583947453023512,8.754772989799232 47.429395536945023,8.946251898069836 47.414541077371524))"
209,"POLYGON ((8.897748130957812 47.260573670231558,8.946251898069836 47.414541077371524,8.754772989799232 47.429395536945023,8.707274734495124 47.275275189265038,8.897748130957812 47.260573670231558))"
210,"POLYGON ((9.330477287543582 47.383745846804587,9.381436393674578 47.537823036812313,9.188100610359118 47.553564285765674,9.138155324236825 47.399325208602455,9.330477287543582 47.383745846804587))"
211,"POLYGON ((9.138155324236825 47.399325208602455,9.188100610359118 47.553564285765674,8.995183309060112 47.568938392309363,8.946251898069836 47.414541077371524,9.138155324236825 47.399325208602455))"
212,"POLYGON ((9.381436393674578 47.537823036812313,9.432845173937748 47.692324919085756,9.238487225954970 47.708229807878489,9.188100610359118 47.553564285765674,9.381436393674578 47.537823036812313))"
213,"POLYGON ((9.575184528326451 47.521712577005168,9.627615285790071 47.676047121062588,9.432845173937748 47.692324919085756,9.381436393674578 47.537823036812313,9.575184528326451 47.521712577005168))"
214,"POLYGON ((9.769338826582553 47.505230866608919,9.822791278903674 47.659394362514384,9.627615285790071 47.676047121062588,9.575184528326451 47.521712577005168,9.769338826582553 47.505230866608919))"
215,"POLYGON ((9.716352617103505 47.351488447245529,9.769338826582553 47.505230866608919,9.575184528326451 47.521712577005168,9.523211750004467 47.367800935722904,9.716352617103505 47.351488447245529))"
216,"POLYGON ((9.471691376651485 47.214314001246258,9.523211750004467 47.367800935722904,9.330477287543582 47.383745846804587,9.279962370612907 47.230095133755185,9.471691376651485 47.214314001246258))"
217,"POLYGON ((9.420617920999730 47.061253525449700,9.471691376651485 47.214314001246258,9.279962370612907 47.230095133755185,9.229886243727718 47.076872630420745,9.420617920999730 47.061253525449700))"
218,"POLYGON ((9.611756365859899 47.045274080557789,9.663826988263853 47.198168928121952,9.471691376651485 47.214314001246258,9.420617920999730 47.061253525449700,9.611756365859899 47.045274080557789))"
219,"POLYGON ((9.663826988263853 47.198168928121952,9.716352617103505 47.351488447245529,9.523211750004467 47.367800935722904,9.471691376651485 47.214314001246258,9.663826988263853 47.198168928121952))"
220,"POLYGON ((10.354175985721639 47.453538277107427,10.410690872513312 47.607166262159581,10.214335495271671 47.624955908553474,10.158840882222689 47.471145682067302,10.354175985721639 47.453538277107427))"
221,"POLYGON ((10.549891946666364 47.435551761052082,10.607426440655791 47.588993754415547,10.410690872513312 47.607166262159581,10.354175985721639 47.453538277107427,10.549891946666364 47.435551761052082))"
222,"POLYGON ((10.298151868441039 47.300325670252676,10.354175985721639 47.453538277107427,10.158840882222689 47.471145682067302,10.103828908856151 47.317752769742185,10.298151868441039 47.300325670252676))"
223,"POLYGON ((10.242612601961431 47.147530326219155,10.298151868441039 47.300325670252676,10.103828908856151 47.317752769742185,10.049293740669183 47.164779035577915,10.242612601961431 47.147530326219155))"
224,"POLYGON ((10.187552358645426 46.995154076575552,10.242612601961431 47.147530326219155,10.049293740669183 47.164779035577915,9.995229633242426 47.012226290746462,10.187552358645426 46.995154076575552))"
225,"POLYGON ((10.380257658858904 46.977713785060551,10.436313511335770 47.129909897460827,10.242612601961431 47.147530326219155,10.187552358645426 46.995154076575552,10.380257658858904 46.977713785060551))"
226,"POLYGON ((10.436313511335770 47.129909897460827,10.492856304086581 47.282523173548633,10.298151868441039 47.300325670252676,10.242612601961431 47.147530326219155,10.436313511335770 47.129909897460827))"
227,"POLYGON ((9.620747820243411 45.650728538761321,9.645961307554558 45.724979721703399,9.553926978906597 45.732760379069489,9.528945063424969 45.658469430009283,9.620747820243411 45.650728538761321))"
228,"POLYGON ((9.738092662748835 45.717114658826439,9.763644678739034 45.791434146949690,9.671280865907050 45.799339606031985,9.645961307554558 45.724979721703399,9.738092662748835 45.717114658826439))"
229,"POLYGON ((9.971988158246930 46.389874823814203,9.998531755685041 46.465162786950451,9.904034493332233 46.473441679658883,9.877731676595047 46.398111332612956,9.971988158246930 46.389874823814203))"
230,"POLYGON ((9.998531755685041 46.465162786950451,10.025188822182960 46.540557424138868,9.930449830374130 46.548878927567245,9.904034493332233 46.473441679658883,9.998531755685041 46.465162786950451))"
231,"POLYGON ((9.904034493332233 46.473441679658883,9.930449830374130 46.548878927567245,9.835807547590688 46.557111321777960,9.809633980590812 46.481631901380808,9.904034493332233 46.473441679658883))"
232,"POLYGON ((9.877731676595047 46.398111332612956,9.904034493332233 46.473441679658883,9.809633980590812 46.481631901380808,9.783571982694893 46.406259606503959,9.877731676595047 46.398111332612956))"
233,"POLYGON ((9.444330898787246 45.971832451194850,9.469266735352864 46.046638036424191,9.376592021228927 46.054323021735684,9.351891440479381 45.979478077883954,9.444330898787246 45.971832451194850))"
234,"POLYGON ((9.469266735352864 46.046638036424191,9.494308391094608 46.121552285901451,9.401397492474459 46.129276841098751,9.376592021228927 46.054323021735684,9.469266735352864 46.046638036424191))"
235,"POLYGON ((9.376592021228927 46.054323021735684,9.401397492474459 46.129276841098751,9.308586289659647 46.136915813539851,9.284017008979010 46.061922847118645,9.376592021228927 46.054323021735684))"
236,"POLYGON ((9.327295131870091 45.904742180371763,9.351891440479381 45.979478077883954,9.259551688042883 45.987038965369429,9.235189713351732 45.912264337997868,9.327295131870091 45.904742180371763))"
237,"POLYGON ((9.419500258216249 45.897135702173692,9.444330898787246 45.971832451194850,9.351891440479381 45.979478077883954,9.327295131870091 45.904742180371763,9.419500258216249 45.897135702173692))"
238,"POLYGON ((9.302802481721184 45.830115497021623,9.327295131870091 45.904742180371763,9.235189713351732 45.912264337997868,9.210930476051985 45.837599131710078,9.302802481721184 45.830115497021623))"
239,"POLYGON ((9.210930476051985 45.837599131710078,9.235189713351732 45.912264337997868,9.143184674527941 45.919702409236095,9.119158845097713 45.844999095858611,9.210930476051985 45.837599131710078))"
240,"POLYGON ((9.235189713351732 45.912264337997868,9.259551688042883 45.987038965369429,9.167312318312007 45.994515348534222,9.143184674527941 45.919702409236095,9.235189713351732 45.912264337997868))"
241,"POLYGON ((9.143184674527941 45.919702409236095,9.167312318312007 45.994515348534222,9.075174004946824 46.001907463793067,9.051280684106137 45.927056629787316,9.143184674527941 45.919702409236095))"
242,"POLYGON ((9.119158845097713 45.844999095858611,9.143184674527941 45.919702409236095,9.051280684106137 45.927056629787316,9.027488252655441 45.852315624453162,9.119158845097713 45.844999095858611))"
243,"POLYGON ((9.027488252655441 45.852315624453162,9.051280684106137 45.927056629787316,8.959478407617341 45.934327236853726,8.935919359360938 45.859548953966261,9.027488252655441 45.852315624453162))"
244,"POLYGON ((8.935919359360938 45.859548953966261,8.959478407617341 45.934327236853726,8.867778507399411 45.941514469123561,8.844452822672201 45.866699322341717,8.935919359360938 45.859548953966261))"
245,"POLYGON ((9.051280684106137 45.927056629787316,9.075174004946824 46.001907463793067,8.983137418415891 46.009215549077041,8.959478407617341 45.934327236853726,9.051280684106137 45.927056629787316))"
246,"POLYGON ((9.167312318312007 45.994515348534222,9.191542380447574 46.069437748153668,9.099168814290065 46.076867961968340,9.075174004946824 46.001907463793067,9.167312318312007 45.994515348534222))"
247,"POLYGON ((9.259551688042883 45.987038965369429,9.284017008979010 46.061922847118645,9.191542380447574 46.069437748153668,9.167312318312007 45.994515348534222,9.259551688042883 45.987038965369429))"
248,"POLYGON ((9.284017008979010 46.061922847118645,9.308586289659647 46.136915813539851,9.215875469547983 46.144469439501727,9.191542380447574 46.069437748153668,9.284017008979010 46.061922847118645))"
249,"POLYGON ((9.054720190863231 46.234539012695365,9.078785039569324 46.309865778227923,8.985904292042999 46.317240330269556,8.962077500052548 46.241875697119582,9.054720190863231 46.234539012695365))"
250,"POLYGON ((9.147465317902153 46.227117277867237,9.171768233492607 46.302405751588800,9.078785039569324 46.309865778227923,9.054720190863231 46.234539012695365,9.147465317902153 46.227117277867237))"
251,"POLYGON ((8.613515744958884 46.968335857927691,8.636802376430321 47.044907513923349,8.542472992386594 47.052013574495383,8.519433096575820 46.975405258860853,8.613515744958884 46.968335857927691))"
252,"POLYGON ((8.636802376430321 47.044907513923349,8.660190668698482 47.121588087396844,8.565613533580127 47.128731006222061,8.542472992386594 47.052013574495383,8.636802376430321 47.044907513923349))"
253,"POLYGON ((8.542472992386594 47.052013574495383,8.565613533580127 47.128731006222061,8.471144633014832 47.135786147293096,8.448251810156407 47.059032296901030,8.542472992386594 47.052013574495383))"
254,"POLYGON ((8.519433096575820 46.975405258860853,8.542472992386594 47.052013574495383,8.448251810156407 47.059032296901030,8.425458615376060 46.982387758982078,8.519433096575820 46.975405258860853))"
255,"POLYGON ((8.869537924481630 46.249127574328575,8.893126675004702 46.324529651658075,8.800452869239534 46.331733987867572,8.777102139872149 46.256294889025611,8.869537924481630 46.249127574328575))"
256,"POLYGON ((8.938352126244570 46.166620624623214,8.962077500052548 46.241875697119582,8.869537924481630 46.249127574328575,8.846049641578887 46.173835258449941,8.938352126244570 46.166620624623214))"
257,"POLYGON ((8.846049641578887 46.173835258449941,8.869537924481630 46.249127574328575,8.777102139872149 46.256294889025611,8.753850925693110 46.180965750303855,8.846049641578887 46.173835258449941))"
258,"POLYGON ((8.914727567667969 46.091475284088588,8.938352126244570 46.166620624623214,8.846049641578887 46.173835258449941,8.822661228411924 46.098652874244138,8.914727567667969 46.091475284088588))"
259,"POLYGON ((8.891203225979188 46.016439843818077,8.914727567667969 46.091475284088588,8.822661228411924 46.098652874244138,8.799372091671401 46.023580588933434,8.891203225979188 46.016439843818077))"
260,"POLYGON ((8.799372091671401 46.023580588933434,8.822661228411924 46.098652874244138,8.730698633913152 46.105746740848012,8.707644676285478 46.030638026810180,8.799372091671401 46.023580588933434))"
261,"POLYGON ((8.661829432958440 45.880752134719600,8.684688469063405 45.955639771363927,8.593299639508729 45.962578326002138,8.570673878816550 45.887655061828319,8.661829432958440 45.880752134719600))"
262,"POLYGON ((8.684688469063405 45.955639771363927,8.707644676285478 46.030638026810180,8.616021637356507 46.037612401289607,8.593299639508729 45.962578326002138,8.684688469063405 45.955639771363927))"
263,"POLYGON ((8.593299639508729 45.962578326002138,8.616021637356507 46.037612401289607,8.524503629145892 46.044503957651663,8.502015803320329 45.969434475148162,8.593299639508729 45.962578326002138))"
264,"POLYGON ((8.457325491371877 45.819628669337973,8.479623279015842 45.894475993981239,8.388678274888937 45.901215176248670,8.366612747588041 45.826333231443748,8.457325491371877 45.819628669337973))"
265,"POLYGON ((8.548143785400654 45.812842764987870,8.570673878816550 45.887655061828319,8.479623279015842 45.894475993981239,8.457325491371877 45.819628669337973,8.548143785400654 45.812842764987870))"
266,"POLYGON ((8.639066993098844 45.805975274139406,8.661829432958440 45.880752134719600,8.570673878816550 45.887655061828319,8.548143785400654 45.812842764987870,8.639066993098844 45.805975274139406))"
267,"POLYGON ((8.730094474652034 45.799025953919099,8.753089296853283 45.873766968979339,8.661829432958440 45.880752134719600,8.639066993098844 45.805975274139406,8.730094474652034 45.799025953919099))"
268,"POLYGON ((8.707196600547036 45.724395676950763,8.730094474652034 45.799025953919099,8.639066993098844 45.805975274139406,8.616400578988637 45.731309343952717,8.707196600547036 45.724395676950763))"
269,"POLYGON ((8.798096220110779 45.717400347078204,8.821225587021614 45.791994562849233,8.730094474652034 45.799025953919099,8.707196600547036 45.724395676950763,8.798096220110779 45.717400347078204))"
270,"POLYGON ((8.912459683959788 45.784880860863218,8.935919359360938 45.859548953966261,8.844452822672201 45.866699322341717,8.821225587021614 45.791994562849233,8.912459683959788 45.784880860863218))"
271,"POLYGON ((9.003796116024862 45.777684609320758,9.027488252655441 45.852315624453162,8.935919359360938 45.859548953966261,8.912459683959788 45.784880860863218,9.003796116024862 45.777684609320758))"
272,"POLYGON ((8.980203684145353 45.703163742963717,9.003796116024862 45.777684609320758,8.912459683959788 45.784880860863218,8.889098796197130 45.710323115042634,8.980203684145353 45.703163742963717))"
273,"POLYGON ((8.889098796197130 45.710323115042634,8.912459683959788 45.784880860863218,8.821225587021614 45.791994562849233,8.798096220110779 45.717400347078204,8.889098796197130 45.710323115042634))"
274,"POLYGON ((9.162717801186592 45.688597634305694,9.186773371893358 45.763043510228194,9.095234230596853 45.770405571023090,9.071410236132012 45.695921994388343,9.162717801186592 45.688597634305694))"
275,"POLYGON ((9.071410236132012 45.695921994388343,9.095234230596853 45.770405571023090,9.003796116024862 45.777684609320758,8.980203684145353 45.703163742963717,9.071410236132012 45.695921994388343))"
276,"POLYGON ((9.186773371893358 45.763043510228194,9.210930476051985 45.837599131710078,9.119158845097713 45.844999095858611,9.095234230596853 45.770405571023090,9.186773371893358 45.763043510228194))"
277,"POLYGON ((9.278412880985748 45.755598192665914,9.302802481721184 45.830115497021623,9.210930476051985 45.837599131710078,9.186773371893358 45.763043510228194,9.278412880985748 45.755598192665914))"
278,"POLYGON ((9.254125725207407 45.681190429162328,9.278412880985748 45.755598192665914,9.186773371893358 45.763043510228194,9.162717801186592 45.688597634305694,9.254125725207407 45.681190429162328))"
279,"POLYGON ((9.345633350977792 45.673700146877174,9.370152095815643 45.748069385553137,9.278412880985748 45.755598192665914,9.254125725207407 45.681190429162328,9.345633350977792 45.673700146877174))"
280,"POLYGON ((9.370152095815643 45.748069385553137,9.394774195163693 45.822547958309087,9.302802481721184 45.830115497021623,9.278412880985748 45.755598192665914,9.370152095815643 45.748069385553137))"
281,"POLYGON ((9.461990351211684 45.740456857608912,9.486844946310407 45.814896283605357,9.394774195163693 45.822547958309087,9.370152095815643 45.748069385553137,9.461990351211684 45.740456857608912))"
282,"POLYGON ((9.553926978906597 45.732760379069489,9.579014061982095 45.807160242475511,9.486844946310407 45.814896283605357,9.461990351211684 45.740456857608912,9.553926978906597 45.732760379069489))"
283,"POLYGON ((9.528945063424969 45.658469430009283,9.553926978906597 45.732760379069489,9.461990351211684 45.740456857608912,9.437240018182599 45.666126556856582,9.528945063424969 45.658469430009283))"
284,"POLYGON ((9.437240018182599 45.666126556856582,9.461990351211684 45.740456857608912,9.370152095815643 45.748069385553137,9.345633350977792 45.673700146877174,9.437240018182599 45.666126556856582))"
285,"POLYGON ((7.714277078411905 45.796008179722783,7.734631733615948 45.871008383519062,7.644785915225292 45.877071161424048,7.624662049403635 45.802039737124730,7.714277078411905 45.796008179722783))"
286,"POLYGON ((7.734631733615948 45.871008383519062,7.755073106487263 45.946121326965439,7.664995560347626 45.952215494935636,7.644785915225292 45.877071161424048,7.734631733615948 45.871008383519062))"
287,"POLYGON ((7.644785915225292 45.877071161424048,7.664995560347626 45.952215494935636,7.575029233050587 45.958230178861029,7.555051228229439 45.883054854966012,7.644785915225292 45.877071161424048))"
288,"POLYGON ((7.624662049403635 45.802039737124730,7.644785915225292 45.877071161424048,7.555051228229439 45.883054854966012,7.535158063131390 45.807992607783312,7.624662049403635 45.802039737124730))"
289,"POLYGON ((7.317868410739239 45.669758672660620,7.337136025427523 45.744654154657248,7.248198217246054 45.750343032131028,7.229159139947666 45.675418234347262,7.317868410739239 45.669758672660620))"
290,"POLYGON ((7.229159139947666 45.675418234347262,7.248198217246054 45.750343032131028,7.159373719504626 45.755954646763939,7.140563070873617 45.681000922861088,7.229159139947666 45.675418234347262))"
291,"POLYGON ((7.248198217246054 45.750343032131028,7.267318332987581 45.825381667945656,7.178264473064062 45.831022366211151,7.159373719504626 45.755954646763939,7.248198217246054 45.750343032131028))"
292,"POLYGON ((7.000499345856426 45.842071844131532,7.019010421060186 45.917310732622859,6.930070360126375 45.922748104434746,6.911789239143896 45.847481149126246,7.000499345856426 45.842071844131532))"
293,"POLYGON ((7.019010421060186 45.917310732622859,7.037600675355394 45.992663659611345,6.948429713275992 45.998129251352701,6.930070360126375 45.922748104434746,7.019010421060186 45.917310732622859))"
294,"POLYGON ((6.789228418749177 46.469243267366807,6.807436502232968 46.545505291903801,6.717093224215236 46.550853694545566,6.699122327626026 46.474563973092572,6.789228418749177 46.469243267366807))"
295,"POLYGON ((6.807436502232968 46.545505291903801,6.825723722447417 46.621880804618932,6.735142262682866 46.627257055741204,6.717093224215236 46.550853694545566,6.807436502232968 46.545505291903801))"
296,"POLYGON ((6.717093224215236 46.550853694545566,6.735142262682866 46.627257055741204,6.644680191009272 46.632553823926074,6.626869199740799 46.556123018389250,6.717093224215236 46.550853694545566))"
297,"POLYGON ((6.626869199740799 46.556123018389250,6.644680191009272 46.632553823926074,6.554338110042186 46.637771389878324,6.536765026767843 46.561313543021214,6.626869199740799 46.556123018389250))"
298,"POLYGON ((6.536765026767843 46.561313543021214,6.554338110042186 46.637771389878324,6.464116618699084 46.642910035436380,6.446781299579512 46.566425549149088,6.536765026767843 46.561313543021214))"
299,"POLYGON ((6.519268093088733 46.484969632669674,6.536765026767843 46.561313543021214,6.446781299579512 46.566425549149088,6.429521132709435 46.490055144571372,6.519268093088733 46.484969632669674))"
300,"POLYGON ((6.395224423808759 46.337657179846090,6.412335659202610 46.413798972248607,6.322945211321700 46.418780692786164,6.306068614686996 46.342613088569259,6.395224423808759 46.337657179846090))"
301,"POLYGON ((6.306068614686996 46.342613088569259,6.322945211321700 46.418780692786164,6.233676078559048 46.423685252395153,6.217033965584450 46.347492229655309,6.306068614686996 46.342613088569259))"
302,"POLYGON ((6.322945211321700 46.418780692786164,6.339895059516999 46.495062818414404,6.250390455871703 46.499992935948192,6.233676078559048 46.423685252395153,6.322945211321700 46.418780692786164))"
