Level,WKT
681,"POLYGON ((-122.276731273186755 37.815864513566190,-122.276731273186755 37.806330350935177,-122.265388728696848 37.809799312293507,-122.265388728696848 37.819333770812698,-122.276731273186755 37.815864513566190))"
682,"POLYGON ((-97.741670259099621 30.275947970180010,-97.741670259099621 30.264482588643258,-97.730806973638366 30.265124999111681,-97.730806973638366 30.276590525884899,-97.741670259099621 30.275947970180010))"
683,"POLYGON ((-97.741670259099621 30.264482588643258,-97.741670259099621 30.253016212242656,-97.730806973638366 30.253658477359110,-97.730806973638366 30.265124999111681,-97.741670259099621 30.264482588643258))"
684,"POLYGON ((-81.548672763731545 28.375782374123439,-81.548672763731545 28.364183418446505,-81.537701266234052 28.363501497734696,-81.537701266234052 28.375100272298663,-81.548672763731545 28.375782374123439))"
685,"POLYGON ((-81.559642657905414 28.388061832477995,-81.559642657905414 28.376463489202223,-81.548672763731545 28.375782374123439,-81.548672763731545 28.387380536678823,-81.559642657905414 28.388061832477995))"
686,"POLYGON ((-73.994756345618626 40.727117842090657,-73.994756345618626 40.717231949208220,-73.983002934486308 40.715564413191458,-73.983002934486308 40.725450219483648,-73.994756345618626 40.727117842090657))"
687,"POLYGON ((-74.006509036213032 40.728784086931292,-74.006509036213032 40.718898107563597,-73.994756345618626 40.717231949208220,-73.994756345618626 40.727117842090657,-74.006509036213032 40.728784086931292))"
688,"POLYGON ((-74.006509036213032 40.738668386304518,-74.006509036213032 40.728784086931292,-73.994756345618626 40.727117842090657,-73.994756345618626 40.737002055191702,-74.006509036213032 40.738668386304518))"
689,"POLYGON ((-60.674965337604689 -32.942176845051108,-60.674965337604689 -32.952467028644101,-60.663349910261296 -32.949488177970949,-60.663349910261296 -32.939198473144245,-60.674965337604689 -32.942176845051108))"
690,"POLYGON ((30.700504437576065 36.882934981581968,30.706253525217644 36.881296049708531,30.706253525217644 36.886174781208723,30.700504437576065 36.887813794336971,30.700504437576065 36.882934981581968))"
691,"POLYGON ((30.666004367231260 36.897642158923176,30.671755038295011 36.896004778757693,30.671755038295011 36.900883686634742,30.666004367231260 36.902521147825745,30.666004367231260 36.897642158923176))"
692,"POLYGON ((30.660253432767583 36.874879256387878,30.666004367231260 36.873242554390409,30.666004367231267 36.878123096395342,30.660253432767583 36.879759879652205,30.660253432767583 36.874879256387878))"
693,"POLYGON ((30.654502235048021 36.881396390561477,30.660253432767583 36.879759879652205,30.660253432767583 36.884640192386009,30.654502235048021 36.886276784472571,30.654502235048021 36.881396390561477))"
694,"POLYGON ((121.519871645319427 25.036835272506174,121.525581485827473 25.035492466442459,121.525581485827473 25.040797650453715,121.519871645319427 25.042140664621932,121.519871645319427 25.036835272506174))"
695,"POLYGON ((121.519871645319427 25.020918732935595,121.525581485827473 25.019576551475911,121.525581485827473 25.024881916818757,121.519871645319455 25.026224306528196,121.519871645319427 25.020918732935595))"
696,"POLYGON ((121.519871645319427 25.015613099120358,121.525581485827473 25.014271125958821,121.525581485827473 25.019576551475911,121.519871645319427 25.020918732935595,121.519871645319427 25.015613099120358))"
697,"POLYGON ((121.274081332020543 24.786071597791988,121.279803275114233 24.784748677903821,121.279803275114233 24.790066184748962,121.274081332020543 24.791389313817959,121.274081332020543 24.786071597791988))"
698,"POLYGON ((120.976159916887156 24.795994277913167,120.981896151700695 24.794683158874086,120.981896151700695 24.800012112379662,120.976159916887156 24.801323439033958,120.976159916887156 24.795994277913167))"
699,"POLYGON ((120.987632115261732 24.788043053920866,120.993367807428797 24.786731774001957,120.993367807428797 24.792060367827435,120.987632115261732 24.793371855489820,120.987632115261732 24.788043053920866))"
700,"POLYGON ((121.102294205905054 24.857617551504873,121.108024440551119 24.856298854338025,121.108024440551119 24.861622278979027,121.102294205905054 24.862941183837027,121.102294205905054 24.857617551504873))"
701,"POLYGON ((121.102294205905054 24.862941183837027,121.108024440551119 24.861622278979027,121.108024440551119 24.866945646443376,121.102294205905054 24.868264758944754,121.102294205905054 24.862941183837027))"
702,"POLYGON ((122.463707979523505 37.772763011327541,122.469368754119046 37.771019195487661,122.469368754119046 37.775782333328067,122.463707979523505 37.777526223890483,122.463707979523505 37.772763011327541))"
703,"POLYGON ((122.458046898475445 37.774506568515221,122.463707979523505 37.772763011327541,122.463707979523505 37.777526223890483,122.458046898475445 37.779269855771958,122.458046898475445 37.774506568515221))"
704,"POLYGON ((122.463707979523505 37.767999485068870,122.469368754119046 37.766255744004653,122.469368754119046 37.771019195487661,122.463707979523505 37.772763011327541,122.463707979523505 37.767999485068870))"
705,"POLYGON ((122.412747233309858 37.788445705755230,122.418410761324125 37.786704220419388,122.418410761324125 37.791468029728705,122.412747233309858 37.793209589528665,122.412747233309858 37.788445705755230))"
706,"POLYGON ((122.412747233309858 37.783681507808161,122.418410761324125 37.781940096989530,122.418410761324125 37.786704220419388,122.412747233309858 37.788445705755230,122.412747233309858 37.783681507808161))"
707,"POLYGON ((122.407083400007281 37.780658072745943,122.412747233309858 37.778916995750649,122.412747233309858 37.783681507808161,122.407083400007281 37.785422659345031,122.407083400007281 37.780658072745943))"
708,"POLYGON ((122.401419261546025 37.777633915149750,122.407083400007281 37.775893172046523,122.407083400007281 37.780658072745943,122.401419261546025 37.782398890415116,122.401419261546025 37.777633915149750))"
709,"POLYGON ((122.401419261546025 37.782398890415116,122.407083400007281 37.780658072745943,122.407083400007281 37.785422659345031,122.401419261546025 37.787163551527087,122.401419261546025 37.782398890415116))"
710,"POLYGON ((122.401419261546025 37.787163551527087,122.407083400007281 37.785422659345031,122.407083400007281 37.790186931780589,122.401419261546025 37.791927898422465,122.401419261546025 37.787163551527087))"
711,"POLYGON ((122.407083400007281 37.785422659345031,122.412747233309858 37.783681507808161,122.412747233309858 37.788445705755230,122.407083400007281 37.790186931780589,122.407083400007281 37.785422659345031))"
712,"POLYGON ((122.401419261546025 37.791927898422465,122.407083400007281 37.790186931780589,122.407083400007281 37.794950889989479,122.401419261546025 37.796691931038104,122.401419261546025 37.791927898422465))"
713,"POLYGON ((122.401419261546025 37.796691931038104,122.407083400007281 37.794950889989479,122.407083400007281 37.799714533908549,122.401419261546025 37.801455649310881,122.401419261546025 37.796691931038104))"
714,"POLYGON ((122.401419261546025 37.801455649310881,122.407083400007281 37.799714533908549,122.407083400007281 37.804477863474723,122.401419261546025 37.806219053177706,122.401419261546025 37.801455649310881))"
715,"POLYGON ((122.407083400007281 37.794950889989479,122.412747233309858 37.793209589528665,122.412747233309858 37.797973159065357,122.407083400007281 37.799714533908549,122.407083400007281 37.794950889989479))"
716,"POLYGON ((122.395754818055735 37.793668605607813,122.401419261546025 37.791927898422465,122.401419261546025 37.796691931038104,122.395754818055735 37.798432712601524,122.395754818055735 37.793668605607813))"
717,"POLYGON ((122.390090069666130 37.790644557534691,122.395754818055764 37.788904184281307,122.395754818055735 37.793668605607813,122.390090069666130 37.795409053263633,122.390090069666130 37.790644557534691))"
718,"POLYGON ((122.395754818055764 37.788904184281307,122.401419261546025 37.787163551527087,122.401419261546025 37.791927898422465,122.395754818055735 37.793668605607813,122.395754818055764 37.788904184281307))"
719,"POLYGON ((122.395754818055735 37.784139448685160,122.401419261546025 37.782398890415116,122.401419261546025 37.787163551527087,122.395754818055764 37.788904184281307,122.395754818055735 37.784139448685160))"
720,"POLYGON ((122.390090069666130 37.785879747483044,122.395754818055735 37.784139448685160,122.395754818055764 37.788904184281307,122.390090069666130 37.790644557534691,122.390090069666130 37.785879747483044))"
721,"POLYGON ((81.559642657905414 28.359064487347702,81.565127003392490 28.359404539454221,81.565127003392490 28.365204449971404,81.559642657905414 28.364864352680893,81.559642657905414 28.359064487347702))"
722,"POLYGON ((12.725185472898817 56.016552579083942,12.727812898592491 56.021944410890740,12.719699515789133 56.022793426875630,12.717073653417888 56.017401315014482,12.725185472898817 56.016552579083942))"
723,"POLYGON ((12.735926586166466 56.021094793167151,12.738556456640490 56.026486590950867,12.730441205440165 56.027336489010651,12.727812898592491 56.021944410890740,12.735926586166466 56.021094793167151))"
724,"POLYGON ((12.744040578077321 56.020244573630734,12.746672012025323 56.025636090892917,12.738556456640490 56.026486590950867,12.735926586166466 56.021094793167151,12.744040578077321 56.020244573630734))"
725,"POLYGON ((12.741410026194927 56.014853302488547,12.744040578077321 56.020244573630734,12.735926586166466 56.021094793167151,12.733297597302327 56.015703241600001,12.741410026194927 56.014853302488547))"
726,"POLYGON ((12.752154873891280 56.019393752207485,12.754787871160651 56.024784988762761,12.746672012025323 56.025636090892917,12.744040578077321 56.020244573630734,12.752154873891280 56.019393752207485))"
727,"POLYGON ((13.109566118538970 55.913333403883051,13.112263148765258 55.918708042463571,13.104151860473849 55.919584660975659,13.101456380617263 55.914209733983483,13.109566118538970 55.913333403883051))"
728,"POLYGON ((13.088022211088324 55.870345063021603,13.090712059790265 55.875717751760547,13.082613162002582 55.876592065742592,13.079924860113946 55.871219089381050,13.088022211088324 55.870345063021603))"
729,"POLYGON ((8.702024031588879 50.115076525937354,8.703598619790515 50.120137980578711,8.697120291178395 50.120625766631136,8.695546838752650 50.115564152425534,8.702024031588879 50.115076525937354))"
730,"POLYGON ((122.333469744453396 47.608047975047121,122.340245120766070 47.605912190070441,122.345219408673188 47.609823710826149,122.338443475730273 47.611960054942983,122.333469744453396 47.608047975047121))"
731,"POLYGON ((122.326693880588905 47.610183340327119,122.333469744453396 47.608047975047121,122.338443475730273 47.611960054942983,122.331667054917190 47.614095979315223,122.326693880588905 47.610183340327119))"
732,"POLYGON ((-122.401419261546025 37.791927898422465,-122.401419261546025 37.787163551527087,-122.395754818055764 37.788904184281307,-122.395754818055735 37.793668605607813,-122.401419261546025 37.791927898422465))"
733,"POLYGON ((-122.395754818055735 37.784139448685160,-122.395754818055735 37.779374398882553,-122.390090069666130 37.781114623171888,-122.390090069666130 37.785879747483044,-122.395754818055735 37.784139448685160))"
734,"POLYGON ((-122.395754818055764 37.788904184281307,-122.395754818055735 37.784139448685160,-122.390090069666130 37.785879747483044,-122.390090069666130 37.790644557534691,-122.395754818055764 37.788904184281307))"
735,"POLYGON ((-122.401419261546025 37.782398890415116,-122.401419261546025 37.777633915149750,-122.395754818055735 37.779374398882553,-122.395754818055735 37.784139448685160,-122.401419261546025 37.782398890415116))"
736,"POLYGON ((-122.407083400007281 37.780658072745943,-122.407083400007281 37.775893172046523,-122.401419261546025 37.777633915149750,-122.401419261546025 37.782398890415116,-122.407083400007281 37.780658072745943))"
737,"POLYGON ((-122.412747233309858 37.783681507808161,-122.412747233309858 37.778916995750649,-122.407083400007281 37.780658072745943,-122.407083400007281 37.785422659345031,-122.412747233309858 37.783681507808161))"
738,"POLYGON ((-122.407083400007281 37.785422659345031,-122.407083400007281 37.780658072745943,-122.401419261546025 37.782398890415116,-122.401419261546025 37.787163551527087,-122.407083400007281 37.785422659345031))"
739,"POLYGON ((-122.407083400007281 37.790186931780589,-122.407083400007281 37.785422659345031,-122.401419261546025 37.787163551527087,-122.401419261546025 37.791927898422465,-122.407083400007281 37.790186931780589))"
740,"POLYGON ((-122.412747233309858 37.788445705755230,-122.412747233309858 37.783681507808161,-122.407083400007281 37.785422659345031,-122.407083400007281 37.790186931780589,-122.412747233309858 37.788445705755230))"
741,"POLYGON ((-122.429736900969630 37.778456497799240,-122.429736900969630 37.773692209538680,-122.424073983920565 37.775434064073934,-122.424073983920565 37.780198426962194,-122.429736900969630 37.778456497799240))"
742,"POLYGON ((-122.435399512341903 37.771950095969636,-122.435399512341903 37.767185568530621,-122.429736900969630 37.768927607390154,-122.429736900969630 37.773692209538680,-122.435399512341903 37.771950095969636))"
743,"POLYGON ((-122.412747233309858 37.797973159065357,-122.412747233309858 37.793209589528665,-122.407083400007281 37.794950889989479,-122.407083400007281 37.799714533908549,-122.412747233309858 37.797973159065357))"
744,"POLYGON ((-122.407083400007281 37.799714533908549,-122.407083400007281 37.794950889989479,-122.401419261546025 37.796691931038104,-122.401419261546025 37.801455649310881,-122.407083400007281 37.799714533908549))"
745,"POLYGON ((-122.407083400007281 37.804477863474723,-122.407083400007281 37.799714533908549,-122.401419261546025 37.801455649310881,-122.401419261546025 37.806219053177706,-122.407083400007281 37.804477863474723))"
746,"POLYGON ((-122.469368754119046 37.771019195487661,-122.469368754119046 37.766255744004653,-122.463707979523505 37.767999485068870,-122.463707979523505 37.772763011327541,-122.469368754119046 37.771019195487661))"
747,"POLYGON ((-122.424073983920565 37.770669387244610,-122.424073983920565 37.765904396537451,-122.418410761324125 37.767645842608559,-122.418410761324125 37.772410908020881,-122.424073983920565 37.770669387244610))"
748,"POLYGON ((-122.424073983920565 37.765904396537451,-122.424073983920565 37.761139092015739,-122.418410761324125 37.762880463328571,-122.418410761324125 37.767645842608559,-122.424073983920565 37.765904396537451))"
749,"POLYGON ((-122.276731273186755 37.806330350935177,-122.276731273186755 37.801562796893265,-122.271060151958579 37.803297334000447,-122.271060151958579 37.808064962108105,-122.276731273186755 37.806330350935177))"
750,"POLYGON ((-122.271060151958579 37.808064962108105,-122.271060151958579 37.803297334000447,-122.265388728696848 37.805031610148724,-122.265388728696848 37.809799312293507,-122.271060151958579 37.808064962108105))"
751,"POLYGON ((-122.271060151958579 37.803297334000447,-122.271060151958579 37.798529390773140,-122.265388728696848 37.800263592831357,-122.265388728696848 37.805031610148724,-122.271060151958579 37.803297334000447))"
752,"POLYGON ((-81.554157911304642 28.370323630988302,-81.554157911304642 28.364524008852911,-81.548672763731545 28.364183418446505,-81.548672763731545 28.369982995346259,-81.554157911304642 28.370323630988302))"
753,"POLYGON ((-81.554157911304642 28.376123054985602,-81.554157911304642 28.370323630988302,-81.548672763731545 28.369982995346259,-81.548672763731545 28.375782374123439,-81.554157911304642 28.376123054985602))"
754,"POLYGON ((-81.576094490460420 28.418074981332900,-81.576094490460420 28.412276768607335,-81.570610947624587 28.411936803890598,-81.570610947624587 28.417734971638499,-81.576094490460420 28.418074981332900))"
755,"POLYGON ((-81.581577631758776 28.418414744311363,-81.581577631758776 28.412616486641586,-81.576094490460420 28.412276768607335,-81.576094490460420 28.418074981332900,-81.581577631758776 28.418414744311363))"
756,"POLYGON ((-81.587060371378470 28.418754260615000,-81.587060371378470 28.412955958034441,-81.581577631758776 28.412616486641586,-81.581577631758776 28.418414744311363,-81.587060371378470 28.418754260615000))"
757,"POLYGON ((-73.994756345618626 40.737002055191702,-73.994756345618626 40.732060158638852,-73.988879730026724 40.731226497963618,-73.988879730026724 40.736168372942096,-73.994756345618626 40.737002055191702))"
758,"POLYGON ((-73.994756345618626 40.732060158638852,-73.994756345618626 40.727117842090657,-73.988879730026724 40.726284203016455,-73.988879730026724 40.731226497963618,-73.994756345618626 40.732060158638852))"
759,"POLYGON ((-73.988879730026724 40.731226497963618,-73.988879730026724 40.726284203016455,-73.983002934486308 40.725450219483648,-73.983002934486308 40.730392492816684,-73.988879730026724 40.731226497963618))"
760,"POLYGON ((-60.634315353846716 -32.947180380237484,-60.634315353846716 -32.952324010685089,-60.628509131557657 -32.950832655973642,-60.628509131557657 -32.945689145309231,-60.634315353846716 -32.947180380237484))"
761,"POLYGON ((29.594854063859124 36.149568670097182,29.597752603251685 36.148784469130447,29.597752603251692 36.151264468755713,29.594854063859124 36.152048691387236,29.594854063859124 36.149568670097182))"
762,"POLYGON ((29.594854063859124 36.147088572636626,29.597752603251685 36.146304393341246,29.597752603251685 36.148784469130447,29.594854063859124 36.149568670097182,29.594854063859124 36.147088572636626))"
763,"POLYGON ((29.591955465487686 36.147872682363399,29.594854063859124 36.147088572636626,29.594854063859124 36.149568670097182,29.591955465487683 36.150352801491508,29.591955465487686 36.147872682363399))"
764,"POLYGON ((29.591955465487683 36.150352801491508,29.594854063859124 36.149568670097182,29.594854063859124 36.152048691387236,29.591955465487683 36.152832844442585,29.591955465487683 36.150352801491508))"
765,"POLYGON ((30.706253525217644 36.881296049708531,30.709127969894784 36.880476481807463,30.709127969894784 36.882915866029869,30.706253525217644 36.883735454253461,30.706253525217644 36.881296049708531))"
766,"POLYGON ((30.668879735697125 36.891944243755738,30.671755038295011 36.891125560170295,30.671755038295011 36.893565208298334,30.668879735697125 36.894383912158453,30.668879735697125 36.891944243755738))"
767,"POLYGON ((121.539854842170854 25.013567863339262,121.542709299886511 25.012896531469757,121.542709299886511 25.015548924166886,121.539854842170854 25.016220308140124,121.539854842170854 25.013567863339262))"
768,"POLYGON ((121.537000313248043 25.016891647022803,121.539854842170854 25.016220308140124,121.539854842170854 25.018872737927683,121.537000313248043 25.019544128903089,121.537000313248043 25.016891647022803))"
769,"POLYGON ((120.976159916887156 24.801323439033958,120.979028068191639 24.800667798759200,120.979028068191639 24.803332306454188,120.976159916887156 24.803987998621317,120.976159916887156 24.801323439033958))"
770,"POLYGON ((120.987632115261732 24.793371855489820,120.990499995278356 24.792716134689201,120.990499995278356 24.795380462663186,120.987632115261732 24.796036235388236,120.987632115261732 24.793371855489820))"
771,"POLYGON ((77.185899525386404 28.522850176189834,77.188774667305779 28.523124515818747,77.188774667305779 28.525993242461286,77.185899525386404 28.525718885024819,77.185899525386404 28.522850176189834))"
772,"POLYGON ((81.556900334735403 28.353094328299314,81.559642657905414 28.353264424176647,81.559642657905414 28.356164480482036,81.556900334735403 28.355994373297566,81.556900334735403 28.353094328299314))"
773,"POLYGON ((81.573352769225849 28.409207647220470,81.576094490460420 28.409377587495737,81.576094490460420 28.412276768607335,81.573352769225849 28.412106817086848,81.573352769225849 28.409207647220470))"
774,"POLYGON ((81.570610947624587 28.409037645273635,81.573352769225849 28.409207647220470,81.573352769225849 28.412106817086848,81.570610947624587 28.411936803890598,81.570610947624587 28.409037645273635))"
775,"POLYGON ((81.570610947624587 28.406138436854253,81.573352769225849 28.406308427549746,81.573352769225849 28.409207647220470,81.570610947624587 28.409037645273635,81.570610947624587 28.406138436854253))"
776,"POLYGON ((73.527018918344993 4.099526356564838,73.529964026245693 4.099588449683588,73.529964026245693 4.102049558947937,73.527018918344993 4.101987428807799,73.527018918344993 4.099526356564838))"
777,"POLYGON ((73.524073769120307 4.101925286984933,73.527018918344993 4.101987428807799,73.527018918344993 4.104448621644186,73.524073769120307 4.104386442791604,73.524073769120307 4.101925286984933))"
778,"POLYGON ((12.695113138531875 56.042364645743305,12.696424591255234 56.045061723202046,12.692365887765973 56.045485291504782,12.691054826481444 56.042788144162252,12.695113138531875 56.042364645743305))"
779,"POLYGON ((12.696424591255234 56.045061723202046,12.697736264057047 56.047758862224761,12.693677169071774 56.048182500423330,12.692365887765973 56.045485291504782,12.696424591255234 56.045061723202046))"
780,"POLYGON ((6.812141172608680 47.685203349993913,6.812726427906231 47.687642115651478,6.809800480239582 47.687816087935524,6.809215471546374 47.685377293922144,6.812141172608680 47.685203349993913))"
781,"POLYGON ((157.794384727620070 21.424605437765624,157.794384727620070 21.421786386223737,157.797365340327076 21.422200038284569,157.797365340327076 21.425019133714340,157.794384727620070 21.424605437765624))"
782,"POLYGON ((-122.401419261546025 37.796691931038104,-122.401419261546025 37.794309954019198,-122.398587077921405 37.795180358648132,-122.398587077921405 37.797562354260030,-122.401419261546025 37.796691931038104))"
783,"POLYGON ((-122.398587077921405 37.797562354260030,-122.398587077921405 37.795180358648132,-122.395754818055735 37.796050698400215,-122.395754818055735 37.798432712601524,-122.398587077921405 37.797562354260030))"
784,"POLYGON ((-122.398587077921405 37.795180358648132,-122.398587077921405 37.792798284451770,-122.395754818055735 37.793668605607813,-122.395754818055735 37.796050698400215,-122.398587077921405 37.795180358648132))"
785,"POLYGON ((-122.401419261546025 37.794309954019198,-122.401419261546025 37.791927898422465,-122.398587077921405 37.792798284451770,-122.398587077921405 37.795180358648132,-122.401419261546025 37.794309954019198))"
786,"POLYGON ((-122.392922481965243 37.794538861881477,-122.392922481965243 37.792156671906795,-122.390090069666130 37.793026844693443,-122.390090069666130 37.795409053263633,-122.392922481965243 37.794538861881477))"
787,"POLYGON ((-122.392922481965243 37.796920973266332,-122.392922481965243 37.794538861881477,-122.390090069666130 37.795409053263633,-122.390090069666130 37.797791183237358,-122.392922481965243 37.796920973266332))"
788,"POLYGON ((-122.395754818055735 37.796050698400215,-122.395754818055735 37.793668605607813,-122.392922481965243 37.794538861881477,-122.392922481965243 37.796920973266332,-122.395754818055735 37.796050698400215))"
789,"POLYGON ((-122.395754818055735 37.798432712601524,-122.395754818055735 37.796050698400215,-122.392922481965243 37.796920973266332,-122.392922481965243 37.799303006053471,-122.395754818055735 37.798432712601524))"
790,"POLYGON ((-122.401419261546025 37.784781260244230,-122.401419261546025 37.782398890415116,-122.398587077921405 37.783269201979593,-122.398587077921405 37.785651590434860,-122.401419261546025 37.784781260244230))"
791,"POLYGON ((-122.404251368913393 37.793439484522558,-122.404251368913393 37.791057447529035,-122.401419261546025 37.791927898422465,-122.401419261546025 37.794309954019198,-122.404251368913393 37.793439484522558))"
792,"POLYGON ((-122.075222409050014 37.393974826910558,-122.075222409050014 37.391574249542636,-122.072381564739715 37.392433169047479,-122.072381564739715 37.394833765988928,-122.075222409050014 37.393974826910558))"
793,"POLYGON ((-81.578836111310608 28.421143936468880,-81.578836111310608 28.418244893659057,-81.576094490460420 28.418074981332900,-81.576094490460420 28.420974012907482,-81.578836111310608 28.421143936468880))"
794,"POLYGON ((-81.584319051787276 28.421483598562734,-81.584319051787276 28.418584533294968,-81.581577631758776 28.418414744311363,-81.581577631758776 28.421313798352251,-81.584319051787276 28.421483598562734))"
795,"POLYGON ((-81.587060371378470 28.421653337105472,-81.587060371378470 28.418754260615000,-81.584319051787276 28.418584533294968,-81.584319051787276 28.421483598562734,-81.587060371378470 28.421653337105472))"
796,"POLYGON ((30.670317395230693 36.895194368745258,30.671755038295011 36.894785003237153,30.671755038295011 36.896004778757693,30.670317395230686 36.896414149332635,30.670317395230693 36.895194368745258))"
797,"POLYGON ((30.670317395230693 36.893974568738777,30.671755038295011 36.893565208298334,30.671755038295011 36.894785003237153,30.670317395230693 36.895194368745258,30.670317395230693 36.893974568738777))"
798,"POLYGON ((30.668879735697125 36.895603717232149,30.670317395230693 36.895194368745258,30.670317395230686 36.896414149332635,30.668879735697125 36.896823502885908,30.668879735697125 36.895603717232149))"
799,"POLYGON ((121.537000313248043 25.015565400449344,121.538427586609274 25.015229749668876,121.538427586609274 25.016555983218321,121.537000313248043 25.016891647022803,121.537000313248043 25.015565400449344))"
800,"POLYGON ((121.539854842170854 25.016220308140124,121.541282079930653 25.015884621789294,121.541282079930653 25.017210825536299,121.539854842170854 25.017546524911623,121.539854842170854 25.016220308140124))"
801,"POLYGON ((121.539854842170854 25.017546524911623,121.541282079930653 25.017210825536299,121.541282079930653 25.018537025528623,121.539854842170854 25.018872737927683,121.539854842170854 25.017546524911623))"
802,"POLYGON ((121.281233717369886 24.784417919604177,121.282664142214117 24.784087149975619,121.282664142214117 24.785416505675219,121.281233717369886 24.785747288380890,121.281233717369886 24.784417919604177))"
803,"POLYGON ((121.281233717369886 24.783088547403807,121.282664142214117 24.782757790853100,121.282664142214117 24.784087149975619,121.281233717369886 24.784417919604177,121.281233717369886 24.783088547403807))"
804,"POLYGON ((121.281233717369886 24.781759171781911,121.282664142214117 24.781428428309805,121.282664142214117 24.782757790853100,121.281233717369886 24.783088547403807,121.281233717369886 24.781759171781911))"
805,"POLYGON ((120.986198149809127 24.792367490459373,120.987632115261732 24.792039660315893,120.987632115261732 24.793371855489820,120.986198149809127 24.793699698614581,120.986198149809127 24.792367490459373))"
806,"POLYGON ((120.984764167396605 24.791363084467420,120.986198149809127 24.791035278823124,120.986198149809127 24.792367490459373,120.984764167396605 24.792695309085058,120.984764167396605 24.791363084467420))"
807,"POLYGON ((120.986198149809127 24.791035278823124,120.987632115261732 24.790707461661665,120.987632115261732 24.792039660315893,120.986198149809127 24.792367490459373,120.986198149809127 24.791035278823124))"
808,"POLYGON ((121.042110213341530 24.839496704396637,121.043543515635108 24.839167841350090,121.043543515635108 24.840499372242888,121.042110213341530 24.840828248261797,121.042110213341530 24.839496704396637))"
809,"POLYGON ((122.392922481965243 37.794538861881477,122.394338659537596 37.794103741855508,122.394338659537596 37.795294802723852,122.392922481965243 37.795729927398128,122.392922481965243 37.794538861881477))"
810,"POLYGON ((122.394338659537596 37.794103741855508,122.395754818055735 37.793668605607813,122.395754818055735 37.794859661827402,122.394338659537596 37.795294802723852,122.394338659537596 37.794103741855508))"
811,"POLYGON ((81.558271508854105 28.357529441380716,81.559642657905414 28.357614490096065,81.559642657905414 28.359064487347702,81.558271508854105 28.358979435806436,81.558271508854105 28.357529441380716))"
812,"POLYGON ((81.561013781887112 28.354799486165952,81.562384880796984 28.354884498419544,81.562384880796984 28.356334526044730,81.561013781887112 28.356249510965785,81.561013781887112 28.354799486165952))"
813,"POLYGON ((81.559642657905414 28.354714458508074,81.561013781887112 28.354799486165952,81.561013781887112 28.356249510965785,81.559642657905414 28.356164480482036,81.559642657905414 28.354714458508074))"
814,"POLYGON ((73.525546348896683 4.100725817417059,73.527018918344993 4.100756877611425,73.527018918344993 4.101987428807799,73.525546348896683 4.101956359356694,73.525546348896683 4.100725817417059))"
815,"POLYGON ((73.525546348896683 4.099495305627042,73.527018918344993 4.099526356564838,73.527018918344993 4.100756877611425,73.525546348896683 4.100725817417059,73.525546348896683 4.099495305627042))"
816,"POLYGON ((12.728469892680115 56.023292407334878,12.729126941846305 56.024640419171185,12.727098372105345 56.024852764602052,12.726441420668188 56.023504735252722,12.728469892680115 56.023292407334878))"
817,"POLYGON ((12.727812898592491 56.021944410890740,12.728469892680115 56.023292407334878,12.726441420668188 56.023504735252722,12.725784524302469 56.022156721297073,12.727812898592491 56.021944410890740))"
818,"POLYGON ((13.108892001490855 55.911989782229988,13.109566118538970 55.913333403883051,13.107538657367497 55.913552542955763,13.106864637196310 55.912208903276486,13.108892001490855 55.911989782229988))"
819,"POLYGON ((13.106864637196310 55.912208903276486,13.107538657367497 55.913552542955763,13.105511213985531 55.913771644329330,13.104837290693803 55.912427986626753,13.106864637196310 55.912208903276486))"
820,"POLYGON ((6.809215471546374 47.685377293922144,6.809507965704230 47.686596677332759,6.808045098344389 47.686683625395936,6.807752665834805 47.685464234899150,6.809215471546374 47.685377293922144))"
821,"POLYGON ((8.704037074665415 50.116219872865024,8.704430778250245 50.117485214215883,8.702811267899456 50.117607203927093,8.702417635298099 50.116341852598886,8.704037074665415 50.116219872865024))"
822,"POLYGON ((122.330983265236725 47.606091938990971,122.332677085428600 47.605558101968839,122.333920327639603 47.606536084731552,122.332226472646013 47.607069956692534,122.330983265236725 47.606091938990971))"
823,"POLYGON ((122.332226472646013 47.607069956692534,122.333920327639603 47.606536084731552,122.335163634247323 47.607514068145498,122.333469744453396 47.608047975047121,122.332226472646013 47.607069956692534))"
824,"POLYGON ((-157.846546095749488 21.306360703012366,-157.846546095749488 21.304950920015663,-157.845055752471808 21.304745515167625,-157.845055752471808 21.306155287175862,-157.846546095749488 21.306360703012366))"
825,"POLYGON ((-157.848036440078488 21.306566105296326,-157.848036440078459 21.305156311311947,-157.846546095749488 21.304950920015663,-157.846546095749488 21.306360703012366,-157.848036440078488 21.306566105296326))"
826,"POLYGON ((-122.401419261546025 37.785972415704428,-122.401419261546025 37.784781260244230,-122.400003179264871 37.785216433446791,-122.400003179264871 37.786407593562515,-122.401419261546025 37.785972415704428))"
827,"POLYGON ((-122.402835324762890 37.795065721061611,-122.402835324762890 37.793874727378771,-122.401419261546025 37.794309954019198,-122.401419261546025 37.795500952351368,-122.402835324762890 37.795065721061611))"
828,"POLYGON ((-122.404251368913393 37.794630473555614,-122.404251368913393 37.793439484522558,-122.402835324762890 37.793874727378771,-122.402835324762890 37.795065721061611,-122.404251368913393 37.794630473555614))"
