Level,WKT
229,"POLYGON ((24.967864070665605 58.899430696702055,25.660736070546715 59.543461455827497,24.440640701806977 59.792035826619959,23.772348811364704 59.138439586839283,24.967864070665605 58.899430696702055))"
230,"POLYGON ((12.594224489826377 47.385810739605425,12.870819385932815 47.995180259562460,12.055578993495207 48.084767624046599,11.795452958750763 47.471814747678181,12.594224489826377 47.385810739605425))"
231,"POLYGON ((9.783571982694893 46.406259606503959,9.995229633242426 47.012226290746462,9.229886243727718 47.076872630420745,9.033864565673641 46.468297578177882,9.783571982694893 46.406259606503959))"
232,"POLYGON ((8.844452822672201 45.866699322341717,9.033864565673641 46.468297578177882,8.290757955202984 46.524826701378764,8.116483200736917 45.920944695035978,8.844452822672201 45.866699322341717))"
233,"POLYGON ((8.661343312400062 45.272164863639631,8.844452822672201 45.866699322341717,8.116483200736917 45.920944695035978,7.948033758071761 45.324222834731785,8.661343312400062 45.272164863639631))"
234,"POLYGON ((9.381228028104058 45.215019816424885,9.579014061982095 45.807160242475511,8.844452822672201 45.866699322341717,8.661343312400062 45.272164863639631,9.381228028104058 45.215019816424885))"
235,"POLYGON ((6.681615068578809 46.014062785969692,6.825723722447417 46.621880804618932,6.104448397961738 46.662681089252494,5.975330264796998 46.053202718844702,6.681615068578809 46.014062785969692))"
236,"POLYGON ((8.471144633014832 47.135786147293096,8.657948323237804 47.753727967615106,7.890037643700349 47.809300882788520,7.719374198948144 47.189099336386001,8.471144633014832 47.135786147293096))"
237,"POLYGON ((7.719374198948144 47.189099336386001,7.890037643700349 47.809300882788520,7.129490384596060 47.859186390446467,6.974929515996146 47.236951049105357,7.719374198948144 47.189099336386001))"
238,"POLYGON ((7.129490384596060 47.859186390446467,7.289681472358652 48.488487251398382,6.520251116222113 48.534727863144262,6.376667717196534 47.903533507476965,7.129490384596060 47.859186390446467))"
239,"POLYGON ((8.250254189643456 49.070511633665163,8.440470580112096 49.711274009396661,7.628149668580709 49.767822338621940,7.455796565418089 49.124741163372391,8.250254189643456 49.070511633665163))"
240,"POLYGON ((8.851494069127982 48.378544258834033,9.052128485347779 49.010113809615909,8.250254189643456 49.070511633665163,8.066890733899063 48.436477197514378,8.851494069127982 48.378544258834033))"
241,"POLYGON ((9.995229633242426 47.012226290746462,10.214335495271671 47.624955908553474,9.432845173937748 47.692324919085756,9.229886243727718 47.076872630420745,9.995229633242426 47.012226290746462))"
242,"POLYGON ((10.766791213404071 46.941721554994253,11.002011863424590 47.551492602470823,10.214335495271671 47.624955908553474,9.995229633242426 47.012226290746462,10.766791213404071 46.941721554994253))"
243,"POLYGON ((11.795452958750763 47.471814747678181,12.055578993495207 48.084767624046599,11.245572438518327 48.167780155177383,11.002011863424590 47.551492602470823,11.795452958750763 47.471814747678181))"
244,"POLYGON ((12.907408671265838 51.993634830920271,13.222677629458108 52.650854434762259,12.285356821594814 52.753127561324980,11.991042311024694 52.091746641976073,12.907408671265838 51.993634830920271))"
245,"POLYGON ((9.508115674254494 53.010449128599845,9.748125943337145 53.688036196202994,8.813876304402688 53.760860812807813,8.596125484319387 53.080252382655850,9.508115674254494 53.010449128599845))"
246,"POLYGON ((4.461632215086674 49.933128678392912,4.567133545119016 50.590022801276639,3.780069165926497 50.618192444847466,3.692636385375460 49.960128454608800,4.461632215086674 49.933128678392912))"
247,"POLYGON ((3.780069165926497 50.618192444847466,3.870950796217093 51.283168286450206,3.075205182261105 51.306735346476174,3.002927621383908 50.640777119257969,3.780069165926497 50.618192444847466))"
248,"POLYGON ((4.567133545119016 50.590022801276639,4.676786103624886 51.253775018891623,3.870950796217093 51.283168286450206,3.780069165926497 50.618192444847466,4.567133545119016 50.590022801276639))"
249,"POLYGON ((6.470610281010709 51.843799658028075,6.630267281171657 52.517295718872049,5.765134557972362 52.562653152699383,5.626017235363572 51.887266869849164,6.470610281010709 51.843799658028075))"
250,"POLYGON ((2.465039612237102 53.365211859058149,2.528384633139588 54.058277242715938,1.673333374470913 54.073181848137260,1.631380958116369 53.379487188403182,2.465039612237102 53.365211859058149))"
251,"POLYGON ((3.310166063185488 53.344797084362646,3.395141004864177 54.036963429647578,2.528384633139588 54.058277242715938,2.465039612237102 53.365211859058149,3.310166063185488 53.344797084362646))"
252,"POLYGON ((0.789603380304848 52.700172789029317,0.809580859083576 53.387869218669529,0.000000000000000 53.390607376124265,0.000000000000000 52.702795575506265,0.789603380304848 52.700172789029317))"
253,"POLYGON ((0.770427404487475 52.019028939477614,0.789603380304848 52.700172789029317,0.000000000000000 52.702795575506265,0.000000000000000 52.021541527230760,0.770427404487475 52.019028939477614))"
254,"POLYGON ((1.515407900022127 51.337239123676525,1.552512940218487 52.011337234972885,0.770427404487475 52.019028939477614,0.752007645268041 51.344608615542654,1.515407900022127 51.337239123676525))"
255,"POLYGON ((1.552512940218487 52.011337234972885,1.591140271194587 52.692143831630716,0.789603380304848 52.700172789029317,0.770427404487475 52.019028939477614,1.552512940218487 52.011337234972885))"
256,"POLYGON ((1.479740729944218 50.670007631297040,1.515407900022127 51.337239123676525,0.752007645268041 51.344608615542654,0.734302124986543 50.677069219347821,1.479740729944218 50.670007631297040))"
257,"POLYGON ((0.734302124986543 50.677069219347821,0.752007645268041 51.344608615542654,0.000000000000000 51.347015921617647,0.000000000000000 50.679375921414980,0.734302124986543 50.677069219347821))"
258,"POLYGON ((-1.515407900022127 51.337239123676525,-1.552512940218487 52.011337234972885,-2.345945682408004 51.998236942826267,-2.289911577673940 51.324687327722067,-1.515407900022127 51.337239123676525))"
259,"POLYGON ((-2.289911577673940 51.324687327722067,-2.345945682408004 51.998236942826267,-3.150388635771376 51.979501140663665,-3.075205182261105 51.306735346476174,-2.289911577673940 51.324687327722067))"
260,"POLYGON ((0.000000000000000 52.021541527230760,0.000000000000000 52.702795575506265,-0.789603380304848 52.700172789029317,-0.770427404487475 52.019028939477614,0.000000000000000 52.021541527230760))"
261,"POLYGON ((135.000000000000000 34.700004117337159,135.000000000000000 34.132331550831836,135.600710843918534 34.408954873349053,135.600710843918534 34.978731431367102,135.000000000000000 34.700004117337159))"
262,"POLYGON ((135.600710843918534 35.545099726840306,135.600710843918534 34.978731431367102,136.209154681381420 35.256130558964237,136.209154681381420 35.824418343121920,135.600710843918534 35.545099726840306))"
263,"POLYGON ((139.365314867921569 35.450987810956178,139.365314867921569 34.862055332988177,140.018765341081092 35.122479787386304,140.018765341081092 35.713310304652481,139.365314867921569 35.450987810956178))"
264,"POLYGON ((149.841069691002104 -33.369252001834724,149.841069691002104 -34.019493971036098,150.582067647016004 -34.216466674669284,150.582067647016004 -33.564386497701463,149.841069691002104 -33.369252001834724))"
265,"POLYGON ((-123.078901048061113 38.774188635889267,-123.078901048061113 38.173136370477231,-122.356095183711972 38.398965485370013,-122.356095183711972 39.001100100958439,-123.078901048061113 38.774188635889267))"
266,"POLYGON ((-122.356095183711972 37.178983280892439,-122.356095183711972 36.561400737497216,-121.628309835221245 36.779179281741200,-121.628309835221245 37.398117435741696,-122.356095183711972 37.178983280892439))"
267,"POLYGON ((-121.628309835221245 38.011928357226623,-121.628309835221245 37.398117435741696,-120.895824227329015 37.612902773234545,-120.895824227329015 38.227897552941656,-121.628309835221245 38.011928357226623))"
268,"POLYGON ((-120.895824227329015 37.612902773234545,-120.895824227329015 36.992670734400946,-120.158930308997881 37.201728485683340,-120.158930308997881 37.823193858076102,-120.895824227329015 37.612902773234545))"
269,"POLYGON ((-120.895824227329015 39.441650358647969,-120.895824227329015 38.837521535111954,-120.158930308997881 39.049957027045785,-120.158930308997881 39.655000627576001,-120.895824227329015 39.441650358647969))"
270,"POLYGON ((-117.924900174145478 34.597120820776532,-117.924900174145478 33.941574491437152,-117.173531592732829 34.123369251286107,-117.173531592732829 34.780545070879143,-117.924900174145478 34.597120820776532))"
271,"POLYGON ((-116.419389002643186 33.637025659813879,-116.419389002643186 32.969077264670503,-115.662830015547854 33.138075747232620,-115.662830015547826 33.807725688270160,-116.419389002643186 33.637025659813879))"
272,"POLYGON ((-117.173531592732829 34.123369251286107,-117.173531592732829 33.461591165318772,-116.419389002643186 33.637025659813879,-116.419389002643186 34.300470834695794,-117.173531592732829 34.123369251286107))"
273,"POLYGON ((-118.673146489434998 33.755204952162345,-118.673146489434998 33.096972175771235,-117.924900174145478 33.281533605069370,-117.924900174145478 33.941574491437152,-118.673146489434998 33.755204952162345))"
274,"POLYGON ((-85.602364334519734 37.896546126299839,-85.602364334519734 37.215805171046590,-84.940131153735877 37.189423152187935,-84.940131153735877 37.869996619961377,-85.602364334519734 37.896546126299839))"
275,"POLYGON ((-86.256491008733093 38.593303230601329,-86.256491008733093 37.919112112958281,-85.602364334519734 37.896546126299839,-85.602364334519734 38.570609291734549,-86.256491008733093 38.593303230601329))"
276,"POLYGON ((-77.928171933774721 39.351694818974799,-77.928171933774721 38.693979131126227,-77.194524742072261 38.615043890665625,-77.194524742072261 39.272372417551900,-77.928171933774721 39.351694818974799))"
277,"POLYGON ((-74.217932560642822 41.456228016381345,-74.217932560642822 40.827706513259564,-73.465162142654847 40.719835319328396,-73.465162142654847 41.348031198414041,-74.217932560642822 41.456228016381345))"
278,"POLYGON ((-74.967636534702933 40.929943198768022,-74.967636534702933 40.294160731454618,-74.217932560642822 40.192277761256221,-74.217932560642822 40.827706513259564,-74.967636534702933 40.929943198768022))"
279,"POLYGON ((-71.951989484238283 42.955569379202679,-71.951989484238283 42.348865049049458,-71.192380529904980 42.222881667675665,-71.192380529904980 42.829360769478548,-71.951989484238283 42.955569379202679))"
280,"POLYGON ((-61.326853510565016 -32.434560612242372,-61.326853510565016 -33.096972175771235,-60.582067647016018 -32.908033435231545,-60.582067647016018 -32.247613768116068,-61.326853510565016 -32.434560612242372))"
281,"POLYGON ((10.260012494026567 43.634604659792679,10.619655276155134 43.601510444965228,10.619655276155134 43.904585750505916,10.260012494026567 43.937695015621742,10.260012494026567 43.634604659792679))"
282,"POLYGON ((10.260012494026567 43.329639744466057,10.619655276155136 43.296564411437458,10.619655276155134 43.601510444965228,10.260012494026567 43.634604659792679,10.260012494026567 43.329639744466057))"
283,"POLYGON ((33.796461262187094 26.439884028264466,34.153194711768165 26.344164284670914,34.153194711768165 26.675549539722390,33.796461262187094 26.772104832790969,33.796461262187094 26.439884028264466))"
284,"POLYGON ((103.914399045409922 1.176573614088125,104.286111582790099 1.174658355176769,104.286111582790099 1.473851717158763,103.914399045409922 1.476254417679304,103.914399045409922 1.176573614088125))"
285,"POLYGON ((122.718137496316388 37.983813403544531,123.078901048061113 37.870663548206558,123.078901048061113 38.173136370477231,122.718137496316388 38.286581143943501,122.718137496316388 37.983813403544531))"
286,"POLYGON ((121.992807795902664 38.206934889345021,122.356095183711972 38.095910246983877,122.356095183711972 38.398965485370013,121.992807795902664 38.510270284625605,121.992807795902664 38.206934889345021))"
287,"POLYGON ((121.628309835221245 38.011928357226623,121.992807795902664 37.902281273664151,121.992807795902664 38.206934889345021,121.628309835221245 38.316868479297732,121.628309835221245 38.011928357226623))"
288,"POLYGON ((121.628309835221245 37.398117435741696,121.992807795902664 37.289084639711625,121.992807795902664 37.596325612331398,121.628309835221245 37.705672467487290,121.628309835221245 37.398117435741696))"
289,"POLYGON ((118.299434995724056 34.176874265639640,118.673146489434998 34.082689571159456,118.673146489434998 34.409053009312082,118.299434995724056 34.503659717532891,118.299434995724056 34.176874265639640))"
290,"POLYGON ((117.924900174145478 33.941574491437152,118.299434995724056 33.848953872494164,118.299434995724056 34.176874265639640,117.924900174145478 34.269921941489741,117.924900174145478 33.941574491437152))"
291,"POLYGON ((81.163724496939722 40.296916082565922,81.515753465795839 40.323366803356301,81.515753465795839 40.646829729308898,81.163724496939722 40.620331365630534,81.163724496939722 40.296916082565922))"
292,"POLYGON ((74.217932560642822 40.192277761256221,74.593192088566894 40.243917643241140,74.593192088566894 40.562582458829766,74.217932560642822 40.510849004792284,74.217932560642822 40.192277761256221))"
293,"POLYGON ((12.563469398518379 55.558738383266565,12.729394506065741 55.902849075894267,12.212729052025489 55.955875882994697,12.053124193220729 55.610656919034739,12.563469398518379 55.558738383266565))"
294,"POLYGON ((13.766358971712275 55.789424248621316,13.948625005033678 56.132142038177186,13.423220386086616 56.191319612473798,13.247308829378742 55.847371424413815,13.766358971712275 55.789424248621316))"
295,"POLYGON ((12.995470154092715 47.340404051541384,13.136636988569277 47.643386101716693,12.731326803325818 47.689725560309675,12.594224489826377 47.385810739605425,12.995470154092715 47.340404051541384))"
296,"POLYGON ((4.676786103624886 51.253775018891623,4.733242362864610 51.588175832226796,4.324246944002583 51.603946003249789,4.272630832495609 51.269212955374215,4.676786103624886 51.253775018891623))"
297,"POLYGON ((4.733242362864610 51.588175832226796,4.790826539214373 51.924232945210008,4.376895705296470 51.940342933427459,4.324246944002583 51.603946003249789,4.733242362864610 51.588175832226796))"
298,"POLYGON ((4.272630832495609 51.269212955374215,4.324246944002583 51.603946003249789,3.917746038916408 51.618201898875675,3.870950796217093 51.283168286450206,4.272630832495609 51.269212955374215))"
299,"POLYGON ((0.752007645268041 51.344608615542654,0.761125695327329 51.680968183656660,0.379104566016789 51.682817415495407,0.374562616168499 51.346418716949806,0.752007645268041 51.344608615542654))"
300,"POLYGON ((-0.374562616168499 51.346418716949806,-0.379104566016789 51.682817415495407,-0.761125695327329 51.680968183656660,-0.752007645268041 51.344608615542654,-0.374562616168499 51.346418716949806))"
301,"POLYGON ((-73.631650499939852 45.641175970402685,-74.027040068586771 45.698486398718600,-74.190079055239394 45.412200060710930,-73.798289112383287 45.356011384186132,-73.631650499939852 45.641175970402685))"
302,"POLYGON ((-123.009973594684297 45.336043608223854,-123.418520951045906 45.202303316371228,-123.111341960372030 44.968173317392427,-122.704723215885920 45.099741059870354,-123.009973594684297 45.336043608223854))"
303,"POLYGON ((135.600710843918534 34.694260774803197,135.600710843918534 34.408954873349053,135.903968874556853 34.546802731147544,135.903968874556853 34.832630457747264,135.600710843918534 34.694260774803197))"
304,"POLYGON ((139.365314867921569 36.036052601608148,139.365314867921569 35.744012449069068,139.691137429082289 35.875922548461091,139.691137429082289 36.168402971705497,139.365314867921569 36.036052601608148))"
305,"POLYGON ((139.365314867921569 35.744012449069068,139.365314867921569 35.450987810956178,139.691137429082289 35.582442346437787,139.691137429082289 35.875922548461091,139.365314867921569 35.744012449069068))"
306,"POLYGON ((-122.718137496316388 38.286581143943501,-122.718137496316388 37.983813403544531,-122.356095183711972 38.095910246983877,-122.356095183711972 38.398965485370013,-122.718137496316388 38.286581143943501))"
307,"POLYGON ((-121.992807795902664 37.596325612331398,-121.992807795902664 37.289084639711625,-121.628309835221245 37.398117435741696,-121.628309835221245 37.705672467487290,-121.992807795902664 37.596325612331398))"
308,"POLYGON ((-121.992807795902664 37.902281273664151,-121.992807795902664 37.596325612331398,-121.628309835221245 37.705672467487290,-121.628309835221245 38.011928357226623,-121.992807795902664 37.902281273664151))"
309,"POLYGON ((-121.628309835221245 38.620476772459462,-121.628309835221245 38.316868479297732,-121.262636610744408 38.425692519151902,-121.262636610744408 38.729566536179327,-121.628309835221245 38.620476772459462))"
310,"POLYGON ((-118.673146489434998 34.409053009312082,-118.673146489434998 34.082689571159456,-118.299434995724056 34.176874265639640,-118.299434995724056 34.503659717532891,-118.673146489434998 34.409053009312082))"
311,"POLYGON ((-117.924900174145478 33.612103249810652,-117.924900174145478 33.281533605069370,-117.549584628547152 33.372132996392480,-117.549584628547152 33.703148132345675,-117.924900174145478 33.612103249810652))"
312,"POLYGON ((-97.785140143296175 30.662570937151294,-97.785140143296175 30.296294307233168,-97.438135477483655 30.316496894006495,-97.438135477483655 30.682917364983204,-97.785140143296175 30.662570937151294))"
313,"POLYGON ((-112.619864948040430 33.765488004155181,-112.619864948040430 33.425800543780063,-112.238401702150384 33.498228917919889,-112.238401702150384 33.838277354009314,-112.619864948040430 33.765488004155181))"
314,"POLYGON ((-88.168166616728413 42.536369937421320,-88.168166616728413 42.221667854026641,-87.854975483076942 42.216256663695653,-87.854975483076942 42.530953285039935,-88.168166616728413 42.536369937421320))"
315,"POLYGON ((-71.192380529904980 42.829360769478548,-71.192380529904966 42.526993931353147,-70.811995259798309 42.461763519206436,-70.811995259798309 42.764073626323388,-71.192380529904980 42.829360769478548))"
316,"POLYGON ((-2.937573892937769 43.137125117058730,-2.777981336272246 43.141100071744944,-2.777981336272246 43.295838633763545,-2.937573892937770 43.291862340458380,-2.937573892937769 43.137125117058730))"
317,"POLYGON ((112.810551168370466 31.847368584027436,113.001198916465469 31.811272849042066,113.001198916465469 31.983551515285058,112.810551168370466 32.019754106339228,112.810551168370466 31.847368584027436))"
318,"POLYGON ((112.619864948040430 31.883159163747198,112.810551168370466 31.847368584027436,112.810551168370466 32.019754106339228,112.619864948040430 32.055650367351660,112.619864948040430 31.883159163747198))"
319,"POLYGON ((121.445617892919273 24.841902735759870,121.628309835221245 24.799186354861984,121.628309835221245 24.968877543317817,121.445617892919273 25.011808335833820,121.445617892919273 24.841902735759870))"
320,"POLYGON ((121.262636610744408 24.884434773577436,121.445617892919273 24.841902735759870,121.445617892919273 25.011808335833820,121.262636610744408 25.054553481830947,121.262636610744408 24.884434773577436))"
321,"POLYGON ((122.174604986841615 37.999466899385951,122.356095183711972 37.943892438319139,122.356095183711972 38.095910246983877,122.174604986841615 38.151557779611736,122.174604986841615 37.999466899385951))"
322,"POLYGON ((121.445617892919273 38.523459659625502,121.628309835221245 38.468840086331568,121.628309835221245 38.620476772459462,121.445617892919273 38.675162381274482,121.445617892919273 38.523459659625502))"
323,"POLYGON ((121.992807795902664 37.749465165944066,122.174604986841615 37.694309665290980,122.174604986841615 37.847050179200693,121.992807795902664 37.902281273664151,121.992807795902664 37.749465165944066))"
324,"POLYGON ((122.174604986841615 37.541247438719047,122.356095183711972 37.485902580662007,122.356095183711972 37.638886534687309,122.174604986841615 37.694309665290980,122.174604986841615 37.541247438719047))"
325,"POLYGON ((122.174604986841615 37.387865615426826,122.356095183711972 37.332600776964433,122.356095183711972 37.485902580662007,122.174604986841615 37.541247438719047,122.174604986841615 37.387865615426826))"
326,"POLYGON ((121.992807795902664 37.442864722126039,122.174604986841615 37.387865615426826,122.174604986841615 37.541247438719047,121.992807795902664 37.596325612331398,121.992807795902664 37.442864722126039))"
327,"POLYGON ((122.356095183711972 37.485902580662007,122.537274099018504 37.430293424500960,122.537274099018504 37.583198155896156,122.356095183711972 37.638886534687309,122.356095183711972 37.485902580662007))"
328,"POLYGON ((120.527909573615560 31.298445918322528,120.712002348452202 31.250100788639337,120.712002348452202 31.415532518437342,120.527909573615560 31.464021933405053,120.527909573615560 31.298445918322528))"
329,"POLYGON ((120.712002348452202 31.250100788639337,120.895824227329015 31.201515329462008,120.895824227329015 31.366801579937913,120.712002348452202 31.415532518437342,120.712002348452202 31.250100788639337))"
330,"POLYGON ((117.737337304247518 33.987456822873646,117.924900174145478 33.941574491437152,117.924900174145478 34.105890253440379,117.737337304247518 34.151878569412055,117.737337304247518 33.987456822873646))"
331,"POLYGON ((117.737337304247518 34.151878569412055,117.924900174145478 34.105890253440379,117.924900174145478 34.269921941489741,117.737337304247518 34.316014548308033,117.737337304247518 34.151878569412055))"
332,"POLYGON ((74.030012249838478 40.643076628676461,74.217932560642822 40.669492821084020,74.217932560642822 40.827706513259564,74.030012249838478 40.801268433943903,74.030012249838478 40.643076628676461))"
333,"POLYGON ((74.030012249838478 40.959029343282175,74.217932560642822 40.985488446874413,74.217932560642822 41.142837031891077,74.030012249838478 41.116357760912436,74.030012249838478 40.959029343282175))"
334,"POLYGON ((81.691155917777778 7.704409966326459,81.866144173286031 7.707769554824039,81.866144173286031 7.880228645311422,81.691155917777778 7.876795769731878,81.691155917777778 7.704409966326459))"
335,"POLYGON ((81.515753465795839 7.700971117911114,81.691155917777778 7.704409966326459,81.691155917777778 7.876795769731878,81.515753465795839 7.873281902698447,81.515753465795839 7.700971117911114))"
336,"POLYGON ((12.553599650500349 56.102392417194622,12.637195862938878 56.275370158668970,12.375801414671102 56.302138838458035,12.293825246853341 56.128879338382092,12.553599650500349 56.102392417194622))"
337,"POLYGON ((12.813695556673153 56.075289152785487,12.898906867787325 56.247979012716833,12.637195862938878 56.275370158668970,12.553599650500349 56.102392417194622,12.813695556673153 56.075289152785487))"
338,"POLYGON ((12.988202600596935 55.875417802932795,13.074098689954143 56.047567094308398,12.813695556673153 56.075289152785487,12.729394506065741 55.902849075894267,12.988202600596935 55.875417802932795))"
339,"POLYGON ((13.074098689954143 56.047567094308398,13.160919905609532 56.219962952785217,12.898906867787325 56.247979012716833,12.813695556673153 56.075289152785487,13.074098689954143 56.047567094308398))"
340,"POLYGON ((13.651044780152958 51.052113781788002,13.731235023208074 51.212944767214672,13.505220496268992 51.239678132849015,13.426250860241863 51.078573813524343,13.651044780152958 51.052113781788002))"
341,"POLYGON ((14.335129032171320 48.304732705994333,14.414038310851465 48.457611059540902,14.203918089734984 48.484211671199390,14.126063255198963 48.331065427640532,14.335129032171320 48.304732705994333))"
342,"POLYGON ((12.933834733261616 47.666761363304587,13.004307218302378 47.819062498221477,12.800770741260207 47.842261596915677,12.731326803325818 47.689725560309675,12.933834733261616 47.666761363304587))"
343,"POLYGON ((13.136636988569277 47.643386101716693,13.208135959605741 47.795448420377170,13.004307218302378 47.819062498221477,12.933834733261616 47.666761363304587,13.136636988569277 47.643386101716693))"
344,"POLYGON ((9.332803053255292 45.068081605875633,9.381228028104058 45.215019816424885,9.200657783326795 45.229789485246989,9.153132542823814 45.082700849602674,9.332803053255292 45.068081605875633))"
345,"POLYGON ((9.284777298455021 44.921584469629437,9.332803053255292 45.068081605875633,9.153132542823814 45.082700849602674,9.105999597874414 44.936054888177587,9.284777298455021 44.921584469629437))"
346,"POLYGON ((6.022301597741723 47.134320738598134,6.055190766632903 47.289306337485264,5.872735986136028 47.298806182319765,5.840823805398698 47.143721954669140,6.022301597741723 47.134320738598134))"
347,"POLYGON ((5.989701307109916 46.979790362096303,6.022301597741723 47.134320738598134,5.840823805398698 47.143721954669140,5.809192147294613 46.989094026727926,5.989701307109916 46.979790362096303))"
348,"POLYGON ((7.051523788871876 47.547179009230049,7.090333389303394 47.702961055958419,6.902407022767712 47.714440746156747,6.864605958544457 47.558539646673090,7.051523788871876 47.547179009230049))"
349,"POLYGON ((7.090333389303394 47.702961055958419,7.129490384596060 47.859186390446467,6.940546790217947 47.870786443330225,6.902407022767712 47.714440746156747,7.090333389303394 47.702961055958419))"
350,"POLYGON ((8.707274734495124 47.275275189265038,8.754772989799232 47.429395536945023,8.563724522277461 47.443890698166882,8.517231616586630 47.289620996698353,8.707274734495124 47.275275189265038))"
351,"POLYGON ((8.660190668698482 47.121588087396844,8.707274734495124 47.275275189265038,8.517231616586630 47.289620996698353,8.471144633014832 47.135786147293096,8.660190668698482 47.121588087396844))"
352,"POLYGON ((10.154266580200265 53.479062384911373,10.218003409217207 53.648560237019581,9.982843984045106 53.668555901199660,9.920513964866359 53.498847913738480,10.154266580200265 53.479062384911373))"
353,"POLYGON ((8.795564350235233 50.180557448255158,8.846793610048207 50.342838348333714,8.637906174438321 50.358620181954649,8.587849497800208 50.196174827173920,8.795564350235233 50.180557448255158))"
354,"POLYGON ((5.059986018482671 52.253095448795015,5.091084276495518 52.422453052341936,4.879388866700454 52.431377515580614,4.849571036541440 52.261925137390058,5.059986018482671 52.253095448795015))"
355,"POLYGON ((1.398307089287525 52.865928354789673,1.407048440046806 53.037591796762889,1.203782621810714 53.039817201828420,1.196303270311832 52.868129954607205,1.398307089287525 52.865928354789673))"
356,"POLYGON ((1.601045478413690 52.863373858423849,1.611052976414546 53.035009682911088,1.407048440046806 53.037591796762889,1.398307089287525 52.865928354789673,1.601045478413690 52.863373858423849))"
357,"POLYGON ((-73.433696539071761 45.611926004411771,-73.631650499939852 45.641175970402685,-73.715301401407928 45.498417560807695,-73.518245382611141 45.469454633783577,-73.433696539071761 45.611926004411771))"
358,"POLYGON ((139.691137429082289 35.875922548461091,139.691137429082289 35.729306342712093,139.854726642655663 35.794928360971987,139.854726642655663 35.941655963090589,139.691137429082289 35.875922548461091))"
359,"POLYGON ((151.140319647909223 -33.707912350125262,151.140319647909223 -33.871681815250355,151.326853510565002 -33.919085870016083,151.326853510565002 -33.755204952162345,151.140319647909223 -33.707912350125262))"
360,"POLYGON ((151.140319647909223 -33.871681815250355,151.140319647909223 -34.035175797957237,151.326853510565002 -34.082689571159456,151.326853510565002 -33.919085870016083,151.140319647909223 -33.871681815250355))"
361,"POLYGON ((-122.537274099018504 37.583198155896156,-122.537274099018504 37.430293424500960,-122.356095183711972 37.485902580662007,-122.356095183711972 37.638886534687309,-122.537274099018504 37.583198155896156))"
362,"POLYGON ((-122.356095183711972 37.638886534687309,-122.356095183711972 37.485902580662007,-122.174604986841615 37.541247438719047,-122.174604986841615 37.694309665290980,-122.356095183711972 37.638886534687309))"
363,"POLYGON ((-122.356095183711972 37.485902580662007,-122.356095183711972 37.332600776964433,-122.174604986841615 37.387865615426826,-122.174604986841615 37.541247438719047,-122.356095183711972 37.485902580662007))"
364,"POLYGON ((-122.174604986841615 37.541247438719047,-122.174604986841615 37.387865615426826,-121.992807795902664 37.442864722126039,-121.992807795902664 37.596325612331398,-122.174604986841615 37.541247438719047))"
365,"POLYGON ((-118.673146489434998 34.082689571159456,-118.673146489434998 33.919085870016083,-118.486396296113796 33.966210733729376,-118.486396296113796 34.129923061561257,-118.673146489434998 34.082689571159456))"
366,"POLYGON ((-118.486396296113796 33.966210733729376,-118.486396296113796 33.802219462757897,-118.299434995724056 33.848953872494164,-118.299434995724084 34.013054399854731,-118.486396296113796 33.966210733729376))"
367,"POLYGON ((-118.112267853193600 34.059614889814924,-118.112267853193600 33.895406199807091,-117.924900174145478 33.941574491437152,-117.924900174145478 34.105890253440379,-118.112267853193600 34.059614889814924))"
368,"POLYGON ((-116.985242193420788 33.006321853401481,-116.985242193420788 32.839262353656778,-116.796784908479154 32.882822598121486,-116.796784908479154 33.049995971948590,-116.985242193420788 33.006321853401481))"
369,"POLYGON ((-117.173531592732829 32.962360335661266,-117.173531592732829 32.795415849928574,-116.985242193420788 32.839262353656778,-116.985242193420788 33.006321853401481,-117.173531592732829 32.962360335661266))"
370,"POLYGON ((-117.361647570791433 32.918113215383741,-117.361647570791433 32.751284886275648,-117.173531592732829 32.795415849928574,-117.173531592732829 32.962360335661266,-117.361647570791433 32.918113215383741))"
371,"POLYGON ((-117.361647570791433 33.084678366169889,-117.361647570791433 32.918113215383741,-117.173531592732829 32.962360335661266,-117.173531592732829 33.129039961319918,-117.361647570791433 33.084678366169889))"
372,"POLYGON ((-117.924900174145478 33.941574491437152,-117.924900174145478 33.776977772019436,-117.737337304247518 33.822752422909318,-117.737337304247518 33.987456822873646,-117.924900174145478 33.941574491437152))"
373,"POLYGON ((-117.924900174145478 33.776977772019436,-117.924900174145478 33.612103249810652,-117.737337304247518 33.657768522032448,-117.737337304247518 33.822752422909318,-117.924900174145478 33.776977772019436))"
374,"POLYGON ((-112.047637020627747 33.533966130660254,-112.047637020627747 33.363406851431726,-111.856858552976121 33.398735147848988,-111.856858552976121 33.569384136833037,-112.047637020627747 33.533966130660254))"
375,"POLYGON ((-112.238401702150384 33.498228917919889,-112.238401702150384 33.327760420189662,-112.047637020627747 33.363406851431726,-112.047637020627747 33.533966130660254,-112.238401702150384 33.498228917919889))"
376,"POLYGON ((-87.854975483076942 41.899682868126021,-87.854975483076942 41.740695294856401,-87.697553970329722 41.737658653460137,-87.697553970329722 41.896644346965303,-87.854975483076942 41.899682868126021))"
377,"POLYGON ((-87.854975483076942 42.058203771227078,-87.854975483076942 41.899682868126021,-87.697553970329722 41.896644346965303,-87.697553970329722 42.055163468990351,-87.854975483076942 42.058203771227078))"
