ID,WKT
1261,"POLYGON ((8.568327240682390 46.618920416634452,8.568506448105932 46.619514160853868,8.567779087956731 46.619568867938348,8.567599895289392 46.618975121511816,8.568327240682390 46.618920416634452))"
1262,"POLYGON ((8.568148039296808 46.618326679118852,8.568327240682390 46.618920416634452,8.567599895289392 46.618975121511816,8.567420708659544 46.618381381789213,8.568148039296808 46.618326679118852))"
1263,"POLYGON ((8.597187170467542 46.633143707823407,8.597367028405715 46.633737559981689,8.596639054547264 46.633792498894060,8.596459211378496 46.633198644519432,8.597187170467542 46.633143707823407))"
1264,"POLYGON ((8.597367028405715 46.633737559981689,8.597546892405326 46.634331418838293,8.596818903776997 46.634386359967124,8.596639054547264 46.633792498894060,8.597367028405715 46.633737559981689))"
1265,"POLYGON ((8.596459211378496 46.633198644519432,8.596639054547264 46.633792498894060,8.595911087202214 46.633847432586272,8.595731258802836 46.633253575995482,8.596459211378496 46.633198644519432))"
1266,"POLYGON ((8.594823505170627 46.632714650143669,8.595003312740893 46.633308502251708,8.594275373192989 46.633363423288223,8.594095580391613 46.632769568964541,8.594823505170627 46.632714650143669))"
1267,"POLYGON ((8.595551436463671 46.632659726103313,8.595731258802836 46.633253575995482,8.595003312740893 46.633308502251708,8.594823505170627 46.632714650143669,8.595551436463671 46.632659726103313))"
1268,"POLYGON ((8.595731258802836 46.633253575995482,8.595911087202214 46.633847432586272,8.595183126370896 46.633902361058439,8.595003312740893 46.633308502251708,8.595731258802836 46.633253575995482))"
1269,"POLYGON ((8.595911087202214 46.633847432586272,8.596090921662091 46.634441295875583,8.595362946060932 46.634496226563790,8.595183126370896 46.633902361058439,8.595911087202214 46.633847432586272))"
1270,"POLYGON ((8.415516077198758 46.572052324347503,8.415691955587794 46.572645832139749,8.414967235136247 46.572699359153667,8.414791371454909 46.572105849201172,8.415516077198758 46.572052324347503))"
1271,"POLYGON ((8.414615513696360 46.571512345978000,8.414791371454909 46.572105849201172,8.414066672293359 46.572159368886801,8.413890829242018 46.571565863503665,8.414615513696360 46.571512345978000))"
1272,"POLYGON ((6.777975548352623 46.481988958032602,6.778117300404855 46.482584487513854,6.777412727633067 46.482626300414367,6.777270990039765 46.482030769237426,6.777975548352623 46.481988958032602))"
1273,"POLYGON ((6.629943240373637 46.520278711990969,6.630082043185046 46.520874950463785,6.629378361984227 46.520915787215721,6.629239573640688 46.520319547085862,6.629943240373637 46.520278711990969))"
1274,"POLYGON ((6.629239573640688 46.520319547085862,6.629378361984227 46.520915787215721,6.628674688090465 46.520956619167244,6.628535914214729 46.520360377380513,6.629239573640688 46.520319547085862))"
1275,"POLYGON ((6.629100789999599 46.519723313904386,6.629239573640688 46.520319547085862,6.628535914214729 46.520360377380513,6.628397145040969 46.519764142542250,6.629100789999599 46.519723313904386))"
1276,"POLYGON ((6.627971021504042 46.520997446318468,6.628109785613770 46.521593696710340,6.627406111866827 46.521634520717953,6.627267362225243 46.521038268669535,6.627971021504042 46.520997446318468))"
1277,"POLYGON ((6.635702607207857 46.523570197332553,6.635841539538388 46.524166465886111,6.635137720376150 46.524207346196597,6.634998802516798 46.523611075984213,6.635702607207857 46.523570197332553))"
1278,"POLYGON ((6.636267477110328 46.522933053931219,6.636406419204039 46.523529313878441,6.635702607207857 46.523570197332553,6.635563679584918 46.522973935726384,6.636267477110328 46.522933053931219))"
1279,"POLYGON ((6.635563679584918 46.522973935726384,6.635702607207857 46.523570197332553,6.634998802516798 46.523611075984213,6.634859889364561 46.523014812719296,6.635563679584918 46.522973935726384))"
1280,"POLYGON ((6.636128539724456 46.522336800931377,6.636267477110328 46.522933053931219,6.635563679584918 46.522973935726384,6.635424756669341 46.522377681067681,6.636128539724456 46.522336800931377))"
1281,"POLYGON ((6.634720980919215 46.522418556401924,6.634859889364561 46.523014812719296,6.634156106449541 46.523055684910091,6.634017212474361 46.522459426934233,6.634720980919215 46.522418556401924))"
1282,"POLYGON ((6.662910661814415 46.505672130365397,6.663050103353734 46.506268138220548,6.662346353665813 46.506309184982598,6.662206926587794 46.505713175462127,6.662910661814415 46.505672130365397))"
1283,"POLYGON ((6.629675325140443 46.516064408941993,6.629814109500717 46.516660597118239,6.629110522258737 46.516701427071517,6.628971752363083 46.516105237238520,6.629675325140443 46.516064408941993))"
1284,"POLYGON ((6.240704841961318 46.381725032473483,6.240835167570825 46.382320223547360,6.240139034479748 46.382358240251058,6.240008723176744 46.381763047633818,6.240704841961318 46.381725032473483))"
1285,"POLYGON ((6.238225686254482 46.380053518808239,6.238355955728762 46.380648693506103,6.237659887841126 46.380686691534322,6.237529632671714 46.380091515293856,6.238225686254482 46.380053518808239))"
1286,"POLYGON ((6.237659887841126 46.380686691534322,6.237790147415173 46.381281874776754,6.237094072651265 46.381319869665852,6.236963827382480 46.380724684880938,6.237659887841126 46.380686691534322))"
1287,"POLYGON ((6.238355955728762 46.380648693506103,6.238486229608148 46.381243875205875,6.237790147415173 46.381281874776754,6.237659887841126 46.380686691534322,6.238355955728762 46.380648693506103))"
1288,"POLYGON ((6.241966751999481 46.381053807119962,6.242097101814352 46.381648988105134,6.241400968173944 46.381687012630636,6.241270632665259 46.381091830101795,6.241966751999481 46.381053807119962))"
1289,"POLYGON ((6.242097101814352 46.381648988105134,6.242227456037094 46.382244176091746,6.241531308090030 46.382282202160972,6.241400968173944 46.381687012630636,6.242097101814352 46.381648988105134))"
1290,"POLYGON ((6.242793242882268 46.381610958896850,6.242923611411741 46.382206145339552,6.242227456037094 46.382244176091746,6.242097101814352 46.381648988105134,6.242793242882268 46.381610958896850))"
1291,"POLYGON ((6.031081940270592 46.215623804433548,6.031207463379017 46.216217299435556,6.030517375273871 46.216253720102024,6.030391866314967 46.215660223621676,6.031081940270592 46.215623804433548))"
1292,"POLYGON ((6.151421377819234 46.216410551889176,6.151549387566341 46.217003874190304,6.150857848250260 46.217041105249244,6.150729852671823 46.216447781437353,6.151421377819234 46.216410551889176))"
1293,"POLYGON ((6.151140347759175 46.208623567630212,6.151268329782653 46.209216795575522,6.150576959771599 46.209254016234766,6.150448991910922 46.208660786779163,6.151140347759175 46.208623567630212))"
1294,"POLYGON ((6.149757643488220 46.208698001310594,6.149885597186175 46.209291232276314,6.149194242026646 46.209328443700308,6.149066302491335 46.208735211224656,6.149757643488220 46.208698001310594))"
1295,"POLYGON ((6.148810436349239 46.207548767352399,6.148938367265601 46.208141985775335,6.148247047856905 46.208179189562465,6.148119131102183 46.207585969629918,6.148810436349239 46.207548767352399))"
1296,"POLYGON ((6.148682509742040 46.206955555955901,6.148810436349239 46.207548767352399,6.148119131102183 46.207585969629918,6.147991218656161 46.206992756723871,6.148682509742040 46.206955555955901))"
1297,"POLYGON ((6.147172041019511 46.206436745486528,6.147299934996397 46.207029952875288,6.146608658763019 46.207067144410274,6.146480778946692 46.206473935512399,6.147172041019511 46.206436745486528))"
1298,"POLYGON ((6.147044151350453 46.205843545124473,6.147172041019511 46.206436745486528,6.146480778946692 46.206473935512399,6.146352903437729 46.205880733641287,6.147044151350453 46.205843545124473))"
1299,"POLYGON ((6.144894585291334 46.202358844829561,6.145022420803159 46.202952006047148,6.144331258536442 46.202989177789789,6.144203437181780 46.202396015063918,6.144894585291334 46.202358844829561))"
1300,"POLYGON ((6.145022420803159 46.202952006047148,6.145150260620660 46.203545174291961,6.144459084196317 46.203582347542969,6.144331258536442 46.202989177789789,6.145022420803159 46.202952006047148))"
1301,"POLYGON ((6.144203437181780 46.202396015063918,6.144331258536442 46.202989177789789,6.143640103696364 46.203026344917717,6.143512296498785 46.202433180683713,6.144203437181780 46.202396015063918))"
1302,"POLYGON ((6.145330054406648 46.201135371644064,6.145457895464051 46.201728517298648,6.144766754084979 46.201765690639263,6.144638927183889 46.201172543476325,6.145330054406648 46.201135371644064))"
1303,"POLYGON ((6.146021189055277 46.201098195197353,6.146149044269071 46.201691339343398,6.145457895464051 46.201728517298648,6.145330054406648 46.201135371644064,6.146021189055277 46.201098195197353))"
1304,"POLYGON ((6.146149044269071 46.201691339343398,6.146276903789058 46.202284490516675,6.145585740827181 46.202321669980513,6.145457895464051 46.201728517298648,6.146149044269071 46.201691339343398))"
1305,"POLYGON ((6.146712331129513 46.201061014136066,6.146840200499778 46.201654156773387,6.146149044269071 46.201691339343398,6.146021189055277 46.201098195197353,6.146712331129513 46.201061014136066))"
1306,"POLYGON ((6.147531364155901 46.201616969588478,6.147659251989827 46.202210117743995,6.146968074176695 46.202247306437876,6.146840200499778 46.201654156773387,6.147531364155901 46.201616969588478))"
1307,"POLYGON ((6.148785801903200 46.200949443263383,6.148913713743336 46.201542581373445,6.148222535237175 46.201579777788538,6.148094637553741 46.200986638169212,6.148785801903200 46.200949443263383))"
1308,"POLYGON ((6.148094637553741 46.200986638169212,6.148222535237175 46.201579777788538,6.147531364155901 46.201616969588478,6.147403480629091 46.201023828460066,6.148094637553741 46.200986638169212))"
1309,"POLYGON ((6.147966744177683 46.200393505576990,6.148094637553741 46.200986638169212,6.147403480629091 46.201023828460066,6.147275601409193 46.200430694358808,6.147966744177683 46.200393505576990))"
1310,"POLYGON ((6.122595808690227 46.183159141501385,6.122723130278970 46.183752102853745,6.122032642206176 46.183789103573410,6.121905334756833 46.183196140719730,6.122595808690227 46.183159141501385))"
1311,"POLYGON ((6.122032642206176 46.183789103573410,6.122159953941754 46.184382073458245,6.121469459160063 46.184419071074110,6.121342161564272 46.183826099688069,6.122032642206176 46.183789103573410))"
1312,"POLYGON ((7.115997171560342 46.929268653626920,7.116147394160961 46.929868942886053,7.115429236089030 46.929913667354178,7.115279028335755 46.929313376279723,7.115997171560342 46.929268653626920))"
1313,"POLYGON ((7.116715321977721 46.929223925961033,7.116865559425739 46.929824213404643,7.116147394160961 46.929868942886053,7.115997171560342 46.929268653626920,7.116715321977721 46.929223925961033))"
1314,"POLYGON ((7.116565089661371 46.928623645370017,7.116715321977721 46.929223925961033,7.115997171560342 46.929268653626920,7.115846954090904 46.928668371220454,7.116565089661371 46.928623645370017))"
1315,"POLYGON ((7.115846954090904 46.928668371220454,7.115997171560342 46.929268653626920,7.115279028335755 46.929313376279723,7.115128825713176 46.928713092058004,7.115846954090904 46.928668371220454))"
1316,"POLYGON ((7.115546534544589 46.927467826965852,7.115696741752402 46.928068095666738,7.114978628221044 46.928112814689115,7.114828435859113 46.927512544173140,7.115546534544589 46.927467826965852))"
1317,"POLYGON ((7.116264640422695 46.927423104746069,7.116414862476446 46.928023371631667,7.115696741752402 46.928068095666738,7.115546534544589 46.927467826965852,7.116264640422695 46.927423104746069))"
1318,"POLYGON ((7.116414862476446 46.928023371631667,7.116565089661371 46.928623645370017,7.115846954090904 46.928668371220454,7.115696741752402 46.928068095666738,7.116414862476446 46.928023371631667))"
1319,"POLYGON ((7.117700873755585 46.927333645268511,7.117851125501372 46.927933908522931,7.117132990392871 46.927978642583774,7.116982753493128 46.927378377513669,7.117700873755585 46.927333645268511))"
1320,"POLYGON ((7.117851125501372 46.927933908522931,7.118001382379308 46.928534178629945,7.117283232424275 46.928578914506552,7.117132990392871 46.927978642583774,7.117851125501372 46.927933908522931))"
1321,"POLYGON ((7.118869816383577 46.929089712883524,7.119020098374119 46.929689994879375,7.118301911532622 46.929734739401439,7.118151644389642 46.929134455589470,7.118869816383577 46.929089712883524))"
1322,"POLYGON ((7.118719539526169 46.928489437740055,7.118869816383577 46.929089712883524,7.118151644389642 46.929134455589470,7.118001382379308 46.928534178629945,7.118719539526169 46.928489437740055))"
1323,"POLYGON ((7.119437703864554 46.928444691836731,7.119587995569092 46.929044965163968,7.118869816383577 46.929089712883524,7.118719539526169 46.928489437740055,7.119437703864554 46.928444691836731))"
1324,"POLYGON ((7.118419001209758 46.927288908010468,7.118569267801646 46.927889169449003,7.117851125501372 46.927933908522931,7.117700873755585 46.927333645268511,7.118419001209758 46.927288908010468))"
1325,"POLYGON ((7.239508414277715 47.134112612673555,7.239661909683853 47.134715100040623,7.238937849732793 47.134760959750352,7.238784369350044 47.134158470521015,7.239508414277715 47.134112612673555))"
1326,"POLYGON ((7.239354924138150 47.133510132122090,7.239508414277715 47.134112612673555,7.238784369350044 47.134158470521015,7.238630894233371 47.133555988107361,7.239354924138150 47.133510132122090))"
1327,"POLYGON ((7.240232466386349 47.134066749729953,7.240385976815927 47.134669235234547,7.239661909683853 47.134715100040623,7.239508414277715 47.134112612673555,7.240232466386349 47.134066749729953))"
1328,"POLYGON ((7.242031314480136 47.138238410302833,7.242184876813257 47.138840941650393,7.241460697322199 47.138886824593918,7.241307150016031 47.138284291383130,7.242031314480136 47.138238410302833))"
1329,"POLYGON ((7.242184876813257 47.138840941650393,7.242338444415978 47.139443479812705,7.241614249897471 47.139489364619536,7.241460697322199 47.138886824593918,7.242184876813257 47.138840941650393))"
1330,"POLYGON ((7.242492017288552 47.140046024789669,7.242645595431232 47.140648576581206,7.241921370856345 47.140694465114905,7.241767807742102 47.140091911459891,7.242492017288552 47.140046024789669))"
1331,"POLYGON ((7.243062646115284 47.139397589907617,7.243216234015851 47.140000133020997,7.242492017288552 47.140046024789669,7.242338444415978 47.139443479812705,7.243062646115284 47.139397589907617))"
1332,"POLYGON ((7.256144443077128 47.141629306495773,7.256298312858988 47.142231851961910,7.255573898953289 47.142277839761242,7.255420044202758 47.141675292427664,7.256144443077128 47.141629306495773))"
1333,"POLYGON ((7.256714969594221 47.140980778676379,7.256868849126932 47.141583315462178,7.256144443077128 47.141629306495773,7.255990578575303 47.141026767842412,7.256714969594221 47.140980778676379))"
1334,"POLYGON ((7.450248852526277 46.934179880319491,7.450406066411920 46.934779615907246,7.449684027308960 46.934826717222691,7.449526828314345 46.934226979725054,7.450248852526277 46.934179880319491))"
1335,"POLYGON ((7.169065406498309 46.804168973396315,7.169216319161030 46.804767680365117,7.168500289791782 46.804812621125791,7.168349391885637 46.804213912334106,7.169065406498309 46.804168973396315))"
1336,"POLYGON ((7.168914498973688 46.803570273287470,7.169065406498309 46.804168973396315,7.168349391885637 46.804213912334106,7.168198499117107 46.803615210402477,7.168914498973688 46.803570273287470))"
1337,"POLYGON ((7.167896728991913 46.802417827119648,7.168047611485949 46.803016515330960,7.167331633532121 46.803061445634974,7.167180765793159 46.802462755601205,7.167896728991913 46.802417827119648))"
1338,"POLYGON ((7.167180765793159 46.802462755601205,7.167331633532121 46.803061445634974,7.166615662725742 46.803106370950850,7.166464809741798 46.802507679094838,7.167180765793159 46.802462755601205))"
1339,"POLYGON ((7.167331633532121 46.803061445634974,7.167482506407727 46.803660142529019,7.166766520845842 46.803705069667210,7.166615662725742 46.803106370950850,7.167331633532121 46.803061445634974))"
1340,"POLYGON ((7.168047611485949 46.803016515330960,7.168198499117107 46.803615210402477,7.167482506407727 46.803660142529019,7.167331633532121 46.803061445634974,7.168047611485949 46.803016515330960))"
1341,"POLYGON ((7.161604067234889 46.803420708505293,7.161754822067958 46.804019419972398,7.161038893696922 46.804064307208698,7.160888153618931 46.803465593920848,7.161604067234889 46.803420708505293))"
1342,"POLYGON ((7.162319988000706 46.803375818102658,7.162470757588907 46.803974527748828,7.161754822067958 46.804019419972398,7.161604067234889 46.803420708505293,7.162319988000706 46.803375818102658))"
1343,"POLYGON ((7.161189638907460 46.804663027357442,7.161340389250784 46.805261754367010,7.160624438518465 46.805306640257484,7.160473702931128 46.804707911427222,7.161189638907460 46.804663027357442))"
1344,"POLYGON ((7.160473702931128 46.804707911427222,7.160624438518465 46.805306640257484,7.159908494936765 46.805351521160560,7.159757774105366 46.804752790509802,7.160473702931128 46.804707911427222))"
1345,"POLYGON ((7.160322972476100 46.804109189457861,7.160473702931128 46.804707911427222,7.159757774105366 46.804752790509802,7.159607058405790 46.804154066720010,7.160322972476100 46.804109189457861))"
1346,"POLYGON ((7.159041852430472 46.804797664605303,7.159192558505990 46.805396397076358,7.158476629226436 46.805441268005019,7.158325937906749 46.804842533713860,7.159041852430472 46.804797664605303))"
1347,"POLYGON ((7.158891151486298 46.804198938995285,7.159041852430472 46.804797664605303,7.158325937906749 46.804842533713860,7.158175251717922 46.804243806283807,7.158891151486298 46.804198938995285))"
1348,"POLYGON ((7.159757774105366 46.804752790509802,7.159908494936765 46.805351521160560,7.159192558505990 46.805396397076358,7.159041852430472 46.804797664605303,7.159757774105366 46.804752790509802))"
1349,"POLYGON ((7.160775179238356 46.805905375948555,7.160925925091047 46.806504118500357,7.160209951996027 46.806549003044672,7.160059220900236 46.805950258672212,7.160775179238356 46.805905375948555))"
1350,"POLYGON ((7.160624438518465 46.805306640257484,7.160775179238356 46.805905375948555,7.160059220900236 46.805950258672212,7.159908494936765 46.805351521160560,7.160624438518465 46.805306640257484))"
1351,"POLYGON ((7.163488284348452 46.805127066769813,7.163639084094553 46.805725795176592,7.162923097155548 46.805770697851450,7.162772312166082 46.805171967623302,7.163488284348452 46.805127066769813))"
1352,"POLYGON ((7.164920250161140 46.805037250098891,7.165071079420663 46.805635974862341,7.164355078183024 46.805680887513603,7.164204263680240 46.805082160928393,7.164920250161140 46.805037250098891))"
1353,"POLYGON ((6.910329354847131 46.431798478213842,6.910473687053665 46.432393176552957,6.909768669268660 46.432435844607198,6.909624351500468 46.431841144538730,6.910329354847131 46.431798478213842))"
1354,"POLYGON ((6.910473687053665 46.432393176552957,6.910618024135252 46.432987881818519,6.909912991911438 46.433030551602180,6.909768669268660 46.432435844607198,6.910473687053665 46.432393176552957))"
1355,"POLYGON ((6.909768669268660 46.432435844607198,6.909912991911438 46.433030551602180,6.909207966866836 46.433073216552280,6.909063658662812 46.432478507828058,6.909768669268660 46.432435844607198))"
1356,"POLYGON ((6.909624351500468 46.431841144538730,6.909768669268660 46.432435844607198,6.909063658662812 46.432478507828058,6.908919355332902 46.431883806030442,6.909624351500468 46.431841144538730))"
1357,"POLYGON ((7.064203455991123 46.102997618119794,7.064349904304827 46.103588062048132,7.063650151503404 46.103631386063569,7.063503717400829 46.103040940382506,7.064203455991123 46.102997618119794))"
1358,"POLYGON ((7.365204199750871 46.234072286345210,7.365357257489028 46.234663785182541,7.364651307071139 46.234709367077897,7.364498263678557 46.234117866397163,7.365204199750871 46.234072286345210))"
1359,"POLYGON ((7.364345225421386 46.233526372609887,7.364498263678557 46.234117866397163,7.363792334566434 46.234163441579213,7.363639310654330 46.233571945948789,7.364345225421386 46.233526372609887))"
1360,"POLYGON ((7.360662759793911 46.233162694502852,7.360815721193371 46.233754190610000,7.360109841231406 46.233799739602325,7.359956894176308 46.233208241653074,7.360662759793911 46.233162694502852))"
1361,"POLYGON ((7.359956894176308 46.233208241653074,7.360109841231406 46.233799739602325,7.359403968231330 46.233845283725714,7.359251035520547 46.233253783934551,7.359956894176308 46.233208241653074))"
1362,"POLYGON ((7.359803952253366 46.232616750597892,7.359956894176308 46.233208241653074,7.359251035520547 46.233253783934551,7.359098107941461 46.232662291037535,7.359803952253366 46.232616750597892))"
1363,"POLYGON ((7.360968687725691 46.234345693611068,7.361121659391113 46.234937203505993,7.360415750739037 46.234982756182752,7.360262793418899 46.234391244445568,7.360968687725691 46.234345693611068))"
1364,"POLYGON ((7.988320585793130 46.316163104056599,7.988486721958934 46.316754408560826,7.987772117603649 46.316804495664556,7.987605995912286 46.316213189138075,7.988320585793130 46.316163104056599))"
1365,"POLYGON ((7.989035182393956 46.316113013960901,7.989201333034236 46.316704316442689,7.988486721958934 46.316754408560826,7.988320585793130 46.316163104056599,7.989035182393956 46.316113013960901))"
1366,"POLYGON ((7.990298221737643 46.315421527099772,7.990464395754323 46.316012818726357,7.989749785714455 46.316062918850861,7.989583626171855 46.315471625201518,7.990298221737643 46.315421527099772))"
1367,"POLYGON ((7.989583626171855 46.315471625201518,7.989749785714455 46.316062918850861,7.989035182393956 46.316113013960901,7.988869037325403 46.315521718288998,7.989583626171855 46.315471625201518))"
1368,"POLYGON ((7.989749785714455 46.316062918850861,7.989915950829243 46.316654219310010,7.989201333034236 46.316704316442689,7.989035182393956 46.316113013960901,7.989749785714455 46.316062918850861))"
1369,"POLYGON ((7.990846641104524 46.314780141189701,7.991012824022465 46.315371423983628,7.990298221737643 46.315421527099772,7.990132053293353 46.314830242282980,7.990846641104524 46.314780141189701))"
1370,"POLYGON ((7.991561235634383 46.314730035082114,7.991727433026008 46.315321315852984,7.991012824022465 46.315371423983628,7.990846641104524 46.314780141189701,7.991561235634383 46.314730035082114))"
1371,"POLYGON ((8.039329626853039 46.754704125669328,8.039498434384585 46.755300585641407,8.038773808356282 46.755351661778576,8.038605015638442 46.754755199740927,8.039329626853039 46.754704125669328))"
1372,"POLYGON ((7.999806866286379 46.674815541252016,7.999974559179739 46.675411128359080,7.999252099239339 46.675461806642197,7.999084421094304 46.674866217486048,7.999806866286379 46.674815541252016))"
1373,"POLYGON ((7.999639179065171 46.674219960917767,7.999806866286379 46.674815541252016,7.999084421094304 46.674866217486048,7.998916748620950 46.674270635102800,7.999639179065171 46.674219960917767))"
1374,"POLYGON ((7.923423062805211 46.604288025525975,7.923588917788884 46.604882921748946,7.922868820185761 46.604932952826097,7.922702979888762 46.604338054580275,7.923423062805211 46.604288025525975))"
1375,"POLYGON ((7.707817518495839 46.579055505933553,7.707978828918179 46.579650520689931,7.707261648779918 46.579698978771326,7.707100353002641 46.579103962054525,7.707817518495839 46.579055505933553))"
1376,"POLYGON ((7.652467271500289 46.644622779817155,7.652627670091278 46.645218685610544,7.651909683922502 46.645266839361916,7.651749300020856 46.644670931619544,7.652467271500289 46.644622779817155))"
1377,"POLYGON ((7.652627670091278 46.645218685610544,7.652788074111993 46.645814598223097,7.652070073253399 46.645862753923545,7.651909683922502 46.645266839361916,7.652627670091278 46.645218685610544))"
1378,"POLYGON ((7.644856135903413 46.687010079156003,7.645016526989891 46.687606506039863,7.644297706151439 46.687654663093603,7.644137329786051 46.687058234260221,7.644856135903413 46.687010079156003))"
1379,"POLYGON ((7.645414548577125 46.686365500882175,7.645574948949306 46.686961919000595,7.644856135903413 46.687010079156003,7.644695750251888 46.686413659087954,7.645414548577125 46.686365500882175))"
1380,"POLYGON ((7.645574948949306 46.686961919000595,7.645735354756920 46.687558343934754,7.645016526989891 46.687606506039863,7.644856135903413 46.687010079156003,7.645574948949306 46.686961919000595))"
1381,"POLYGON ((7.714085714448339 46.718186830407205,7.714247650982216 46.718783496366846,7.713527386538956 46.718832189269925,7.713365464757618 46.718235521339253,7.714085714448339 46.718186830407205))"
1382,"POLYGON ((7.714247650982216 46.718783496366846,7.714409593006240 46.719380169130510,7.713689313809963 46.719428864004684,7.713527386538956 46.718832189269925,7.714247650982216 46.718783496366846))"
1383,"POLYGON ((7.681685570220632 46.685143795322531,7.681846717596160 46.685740129328032,7.681127529070352 46.685788546126034,7.680966396418455 46.685192210160757,7.681685570220632 46.685143795322531))"
1384,"POLYGON ((7.680966396418455 46.685192210160757,7.681127529070352 46.685788546126034,7.680408347457719 46.685836957866044,7.680247229529415 46.685240619941190,7.680966396418455 46.685192210160757))"
1385,"POLYGON ((7.681127529070352 46.685788546126034,7.681288667181533 46.686384888902822,7.680569470844833 46.686433302602488,7.680408347457719 46.685836957866044,7.681127529070352 46.685788546126034))"
1386,"POLYGON ((7.668259064363814 46.730390590043719,7.668420094464683 46.730987489753915,7.667700072073933 46.731035872375635,7.667539056730108 46.730438970706594,7.668259064363814 46.730390590043719))"
1387,"POLYGON ((8.305705497609189 47.051743557337069,8.305880966251443 47.052342987766643,8.305146962105662 47.052396426220866,8.304971508532985 47.051796993629509,8.305705497609189 47.051743557337069))"
1388,"POLYGON ((8.306264015664379 47.051090694183870,8.306439493394178 47.051690115759698,8.305705497609189 47.051743557337069,8.305530034948502 47.051144133599330,8.306264015664379 47.051090694183870))"
1389,"POLYGON ((8.306439493394178 47.051690115759698,8.306614977106033 47.052289544027296,8.305880966251443 47.052342987766643,8.305705497609189 47.051743557337069,8.306439493394178 47.051690115759698))"
1390,"POLYGON ((8.307173495887620 47.051636668897295,8.307348994669095 47.052236095002698,8.306614977106033 47.052289544027296,8.306439493394178 47.051690115759698,8.307173495887620 47.051636668897295))"
1391,"POLYGON ((8.307907505089180 47.051583216749727,8.308083018940302 47.052182640692727,8.307348994669095 47.052236095002698,8.307173495887620 47.051636668897295,8.307907505089180 47.051583216749727))"
1392,"POLYGON ((8.306998003088683 47.051037249483564,8.307173495887620 47.051636668897295,8.306439493394178 47.051690115759698,8.306264015664379 47.051090694183870,8.306998003088683 47.051037249483564))"
1393,"POLYGON ((8.441072599980547 47.080390751433448,8.441250998283531 47.080990233953500,8.440514914483419 47.081044705986912,8.440336531284137 47.080445221264057,8.441072599980547 47.080390751433448))"
1394,"POLYGON ((8.441250998283531 47.080990233953500,8.441429402668744 47.081589723143892,8.440693303764439 47.081644197380200,8.440514914483419 47.081044705986912,8.441250998283531 47.080990233953500))"
1395,"POLYGON ((8.541284168272508 47.377114019042573,8.541465843430545 47.377716757977161,8.540722123259341 47.377772413281512,8.540540463448613 47.377169672094361,8.541284168272508 47.377114019042573))"
1396,"POLYGON ((8.540358809873041 47.376566937528729,8.540540463448613 47.377169672094361,8.539796765282054 47.377225319720502,8.539615127053278 47.376622582902591,8.540358809873041 47.376566937528729))"
1397,"POLYGON ((8.539615127053278 47.376622582902591,8.539796765282054 47.377225319720502,8.539053073773179 47.377280961921102,8.538871450891181 47.376678222851140,8.539615127053278 47.376622582902591))"
1398,"POLYGON ((8.539234702889344 47.377883707612753,8.539416338239976 47.378486459926023,8.538672622694111 47.378542101205177,8.538491002691234 47.377939346639877,8.539234702889344 47.377883707612753))"
1399,"POLYGON ((8.539416338239976 47.378486459926023,8.539597979825377 47.379089218860791,8.538854248931258 47.379144862392074,8.538672622694111 47.378542101205177,8.539416338239976 47.378486459926023))"
1400,"POLYGON ((8.540160060443899 47.378430813221030,8.540341717377569 47.379033569903463,8.539597979825377 47.379089218860791,8.539416338239976 47.378486459926023,8.540160060443899 47.378430813221030))"
1401,"POLYGON ((8.540722123259341 47.377772413281512,8.540903789305535 47.378375161090091,8.540160060443899 47.378430813221030,8.539978409745492 47.377828063160003,8.540722123259341 47.377772413281512))"
1402,"POLYGON ((8.535135694343865 47.379422998662299,8.535317250072053 47.380025777728591,8.534573543784969 47.380081390957237,8.534392003405440 47.379478609640003,8.535135694343865 47.379422998662299))"
1403,"POLYGON ((8.474087168783253 47.393834072375817,8.474267503653689 47.394437150313060,8.473524125806851 47.394492333163569,8.473343806291664 47.393889252992196,8.474087168783253 47.393834072375817))"
1404,"POLYGON ((8.473343806291664 47.393889252992196,8.473524125806851 47.394492333163569,8.472780754650442 47.394547510596340,8.472600450490489 47.393944428191041,8.473343806291664 47.393889252992196))"
1405,"POLYGON ((8.615835747780116 47.676256455315283,8.616020206582395 47.676862494556751,8.615268999262538 47.676919155913048,8.615084556054944 47.676313114376121,8.615835747780116 47.676256455315283))"
1406,"POLYGON ((8.615268999262538 47.676919155913048,8.615453448845317 47.677525204023119,8.614702232601569 47.677581862145495,8.614517798613965 47.676975811740093,8.615268999262538 47.676919155913048))"
1407,"POLYGON ((8.615084556054944 47.676313114376121,8.615268999262538 47.676919155913048,8.614517798613965 47.676975811740093,8.614333371001043 47.676369767907929,8.615084556054944 47.676313114376121))"
1408,"POLYGON ((8.636024989602500 47.694574000032880,8.636209949190556 47.695180205845624,8.635458115878906 47.695237045920365,8.635273171902011 47.694630837804915,8.636024989602500 47.694574000032880))"
1409,"POLYGON ((7.690162254817988 47.522077321602815,7.690326596714728 47.522683494111440,7.689588872788764 47.522733107390231,7.689424546276696 47.522126932866563,7.690162254817988 47.522077321602815))"
1410,"POLYGON ((8.572299200395635 47.381568840695714,8.572481542935227 47.382171564401837,8.571737394537470 47.382227456290934,8.571555067351209 47.381624730322869,8.572299200395635 47.381568840695714))"
