ID,WKT
293,"POLYGON ((8.436842797329469 47.020696351728475,8.448251810156407 47.059032296901030,8.401182014766444 47.062508988609117,8.389834733358249 47.024164057597297,8.436842797329469 47.020696351728475))"
294,"POLYGON ((8.389834733358249 47.024164057597297,8.401182014766444 47.062508988609117,8.354139533434134 47.065963944749498,8.342853978168941 47.027610082472613,8.389834733358249 47.024164057597297))"
295,"POLYGON ((8.378512155840804 46.985846503282957,8.389834733358249 47.024164057597297,8.342853978168941 47.027610082472613,8.331592999698980 46.989283621025280,8.378512155840804 46.985846503282957))"
296,"POLYGON ((8.284701233682753 46.992699145288256,8.295900618826153 47.031034459489540,8.248974742168787 47.034437221877702,8.237836944299158 46.996093109245052,8.284701233682753 46.992699145288256))"
297,"POLYGON ((8.354139533434134 47.065963944749498,8.365449740857352 47.104345183730189,8.318372812885896 47.107787338299694,8.307124453558048 47.069397198513222,8.354139533434134 47.065963944749498))"
298,"POLYGON ((8.481311091793319 47.331687996466364,8.492858755530815 47.370251053714405,8.445317846831962 47.373778336752686,8.433832938862359 47.335206152772038,8.481311091793319 47.331687996466364))"
299,"POLYGON ((8.552062966644549 47.405282595311519,8.563724522277461 47.443890698166882,8.516030350281985 47.447458597995166,8.504431815536964 47.408841262877985,8.552062966644549 47.405282595311519))"
300,"POLYGON ((8.293769904362899 47.188087918258745,8.305030063075579 47.226569032389094,8.257821932735608 47.229994291327927,8.246623995619958 47.191504313803385,8.293769904362899 47.188087918258745))"
301,"POLYGON ((7.902632490975288 47.333814072610281,7.913403719478002 47.372455526427288,7.866260675987383 47.375710871745021,7.855551993058454 47.337060978062169,7.902632490975288 47.333814072610281))"
302,"POLYGON ((8.562680817055764 47.602198671791449,8.574407913570580 47.640951240271477,8.526424044731314 47.644543106934492,8.514760624005648 47.605781237116098,8.562680817055764 47.602198671791449))"
303,"POLYGON ((7.672789355827534 47.546703977499163,7.683300977682805 47.585533002104441,7.636015789356988 47.588699700215152,7.625567317836458 47.549862452356791,7.672789355827534 47.546703977499163))"
304,"POLYGON ((7.578374336119743 47.552999240990857,7.588759667742463 47.591844656978729,7.541532699829566 47.594967908078743,7.531210497327733 47.556114379019583,7.578374336119743 47.552999240990857))"
305,"POLYGON ((7.719374198948144 47.189099336386001,7.729865110411676 47.227655570314404,7.683057102921570 47.230813019827856,7.672628186767849 47.192248599764056,7.719374198948144 47.189099336386001))"
306,"POLYGON ((7.672628186767849 47.192248599764056,7.683057102921570 47.230813019827856,7.636277811508167 47.233949114216777,7.625910880391739 47.195376562058648,7.672628186767849 47.192248599764056))"
307,"POLYGON ((8.754772989799232 47.429395536945023,8.766712869887867 47.467993123074656,8.718847004910277 47.471659996901835,8.706970289018875 47.433052928430747,8.754772989799232 47.429395536945023))"
308,"POLYGON ((8.529911591738713 47.170678274494350,8.541482939157660 47.209114246042809,8.494137696140013 47.212649113742408,8.482628596092761 47.174204003408867,8.529911591738713 47.170678274494350))"
309,"POLYGON ((8.518365509575052 47.132269532483157,8.529911591738713 47.170678274494350,8.482628596092761 47.174204003408867,8.471144633014832 47.135786147293096,8.518365509575052 47.132269532483157))"
310,"POLYGON ((8.897748130957812 47.260573670231558,8.909834267975562 47.299025124560863,8.862113244779328 47.302743571479127,8.850089761229587 47.264282513108654,8.897748130957812 47.260573670231558))"
311,"POLYGON ((8.850089761229587 47.264282513108654,8.862113244779328 47.302743571479127,8.814418842875805 47.306439631831338,8.802458011112106 47.267969025407183,8.850089761229587 47.264282513108654))"
312,"POLYGON ((9.125737326395287 47.360832279391694,9.138155324236825 47.399325208602455,9.090139995231606 47.403163172333386,9.077785039971957 47.364660334864304,9.125737326395287 47.360832279391694))"
313,"POLYGON ((9.065457117795544 47.326184314553835,9.077785039971957 47.364660334864304,9.029859006327777 47.368465760904023,9.017593997751625 47.329979915467625,9.065457117795544 47.326184314553835))"
314,"POLYGON ((9.194683616326779 47.118996672384988,9.207126704684207 47.157298876147479,9.159409500201628 47.161145026427654,9.147028685775885 47.122832905682486,9.194683616326779 47.118996672384988))"
315,"POLYGON ((9.182267575981488 47.080721337877229,9.194683616326779 47.118996672384988,9.147028685775885 47.122832905682486,9.134674792889030 47.084547680839258,9.182267575981488 47.080721337877229))"
316,"POLYGON ((9.136436064227095 47.241693359073665,9.148835481549263 47.280095951607564,9.100982733778968 47.283926819349368,9.088645973075428 47.245514342077804,9.136436064227095 47.241693359073665))"
317,"POLYGON ((9.209203622079450 47.314661944953031,9.221720283634863 47.353108150849806,9.173715772167389 47.356981562134891,9.161262023145879 47.318525361545383,9.209203622079450 47.314661944953031))"
318,"POLYGON ((9.597515032529346 47.440639272390158,9.610585817930460 47.479119936822492,9.562148617443373 47.483194948183694,9.549141242214855 47.444703779537264,9.597515032529346 47.440639272390158))"
319,"POLYGON ((9.645914119691065 47.436551645513603,9.659048311054168 47.475021748222225,9.610585817930460 47.479119936822492,9.597515032529346 47.440639272390158,9.645914119691065 47.436551645513603))"
320,"POLYGON ((9.619731766070100 47.359690764300936,9.632808633900128 47.398107974793959,9.584472824189417 47.402185068256010,9.571459105643338 47.363757352581104,9.619731766070100 47.359690764300936))"
321,"POLYGON ((9.632808633900128 47.398107974793959,9.645914119691065 47.436551645513603,9.597515032529346 47.440639272390158,9.584472824189417 47.402185068256010,9.632808633900128 47.398107974793959))"
322,"POLYGON ((9.571459105643338 47.363757352581104,9.584472824189417 47.402185068256010,9.536162315375961 47.406239099355389,9.523211750004467 47.367800935722904,9.571459105643338 47.363757352581104))"
323,"POLYGON ((9.388488358410164 47.260602258283171,9.401228808173920 47.298981263864576,9.353183881018214 47.302935550088719,9.340506209620688 47.264546350493063,9.388488358410164 47.260602258283171))"
324,"POLYGON ((9.315233688788192 47.187848106243266,9.327856173613032 47.226183860262942,9.279962370612907 47.230095133755185,9.267402411367957 47.191749296709418,9.315233688788192 47.187848106243266))"
325,"POLYGON ((9.302638671268918 47.149539115077722,9.315233688788192 47.187848106243266,9.267402411367957 47.191749296709418,9.254869792555850 47.153430249592134,9.302638671268918 47.149539115077722))"
326,"POLYGON ((9.839772994064750 46.498449845560870,9.846327987709962 46.517313733796058,9.822706776363841 46.519358233056884,9.816166886756635 46.500491721059625,9.839772994064750 46.498449845560870))"
327,"POLYGON ((9.863385181719901 46.496402432201997,9.869955278836770 46.515263689839209,9.846327987709962 46.517313733796058,9.839772994064750 46.498449845560870,9.863385181719901 46.496402432201997))"
328,"POLYGON ((9.856822097826825 46.477547859870128,9.863385181719901 46.496402432201997,9.839772994064750 46.498449845560870,9.833224998756858 46.479592646141789,9.856822097826825 46.477547859870128))"
329,"POLYGON ((9.833224998756858 46.479592646141789,9.839772994064750 46.498449845560870,9.816166886756635 46.500491721059625,9.809633980590812 46.481631901380808,9.833224998756858 46.479592646141789))"
330,"POLYGON ((10.052991230780465 46.343967256546428,10.059662418379871 46.362755218914529,10.036080323790840 46.364842091120948,10.029424129713417 46.346051454728340,10.052991230780465 46.343967256546428))"
331,"POLYGON ((8.948331523653883 45.973566910576046,8.954234753807386 45.992294753491556,8.931262655558852 45.994101115671114,8.925374076100255 45.975370951552030,8.948331523653883 45.973566910576046))"
332,"POLYGON ((8.977213261810187 45.990483164656872,8.983137418415891 46.009215549077041,8.960144244866280 46.011029468740134,8.954234753807386 45.992294753491556,8.977213261810187 45.990483164656872))"
333,"POLYGON ((9.633841793981510 46.749770308804237,9.640298136910911 46.768745757434139,9.616568277544822 46.770754777480789,9.610127225435042 46.751776745751606,9.633841793981510 46.749770308804237))"
334,"POLYGON ((9.534491587840373 46.816731815547200,9.540892134150054 46.835740223752012,9.517147530714261 46.837729053187552,9.510762323023251 46.818718086112753,9.534491587840373 46.816731815547200))"
335,"POLYGON ((9.436513466918377 46.961872490187012,9.442869902593424 46.980943110966997,9.419055326579015 46.982916230069947,9.412714339564664 46.963843068123495,9.436513466918377 46.961872490187012))"
336,"POLYGON ((9.460318928352338 46.959896309047259,9.466690812406853 46.978964381696713,9.442869902593424 46.980943110966997,9.436513466918377 46.961872490187012,9.460318928352338 46.959896309047259))"
337,"POLYGON ((9.484130712339397 46.957914520846245,9.490518044470486 46.976980038398317,9.466690812406853 46.978964381696713,9.460318928352338 46.959896309047259,9.484130712339397 46.957914520846245))"
338,"POLYGON ((9.417485383902015 46.904700837302357,9.423821217960803 46.923751350149772,9.400052941299856 46.925716855972546,9.393732509314583 46.906663812168674,9.417485383902015 46.904700837302357))"
339,"POLYGON ((9.414264892981093 47.042151036588528,9.420617920999730 47.061253525449700,9.396754094447184 47.063225578811661,9.390416578067217 47.044120549095467,9.414264892981093 47.042151036588528))"
340,"POLYGON ((8.842451743307729 46.697046216808282,8.848380127887470 46.716060070053317,8.824946523377168 46.717878334354360,8.819033339242853 46.698862136600987,8.842451743307729 46.697046216808282))"
341,"POLYGON ((9.048204126475314 46.739328641524082,9.054273727906491 46.758343853145078,9.030742174935998 46.760212788550788,9.024687821861281 46.741195168523959,9.048204126475314 46.739328641524082))"
342,"POLYGON ((8.637288948434710 46.888324339412144,8.643106578307554 46.907425145950107,8.619608494025655 46.909204643956357,8.613806200200580 46.890101539358341,8.637288948434710 46.888324339412144))"
343,"POLYGON ((8.643106578307554 46.907425145950107,8.648930525880179 46.926532774896621,8.625417089862998 46.928314574066910,8.619608494025655 46.909204643956357,8.643106578307554 46.907425145950107))"
344,"POLYGON ((8.625417089862998 46.928314574066910,8.631231997314378 46.947431326686520,8.607709898992951 46.949209985258591,8.601910358523538 46.930090935186762,8.625417089862998 46.928314574066910))"
345,"POLYGON ((8.631231997314378 46.947431326686520,8.637053226000477 46.966554898799593,8.613515744958884 46.968335857927691,8.607709898992951 46.949209985258591,8.631231997314378 46.947431326686520))"
346,"POLYGON ((8.589984980514409 46.970111369422703,8.595781743583139 46.989246358495578,8.572242309201673 46.991018716428933,8.566460943655207 46.971881437356757,8.589984980514409 46.970111369422703))"
347,"POLYGON ((8.466073866495442 47.038116657961794,8.471796923249194 47.057285789862981,8.448251810156407 47.059032296901030,8.442544195136369 47.039860906773114,8.466073866495442 47.038116657961794))"
348,"POLYGON ((8.483878082792783 47.017206931826003,8.489610332899074 47.036366969691699,8.466073866495442 47.038116657961794,8.460357042839009 47.018954358092728,8.483878082792783 47.017206931826003))"
349,"POLYGON ((8.489610332899074 47.036366969691699,8.495348831979653 47.055533836529634,8.471796923249194 47.057285789862981,8.466073866495442 47.038116657961794,8.489610332899074 47.036366969691699))"
350,"POLYGON ((8.501664484387488 46.996303128724655,8.507405906244472 47.015454068813213,8.483878082792783 47.017206931826003,8.478152072117311 46.998053725967246,8.501664484387488 46.996303128724655))"
351,"POLYGON ((8.519433096575820 46.975405258860853,8.525183668629529 46.994547097452859,8.501664484387488 46.996303128724655,8.495929308262463 46.977159020605377,8.519433096575820 46.975405258860853))"
352,"POLYGON ((8.495929308262463 46.977159020605377,8.501664484387488 46.996303128724655,8.478152072117311 46.998053725967246,8.472432291347999 46.978907355137927,8.495929308262463 46.977159020605377))"
353,"POLYGON ((8.508991311075620 46.780884557124573,8.514710269499876 46.799953444336680,8.491330836718793 46.801697662425980,8.485627118460988 46.782626522672807,8.508991311075620 46.780884557124573))"
354,"POLYGON ((8.485627118460988 46.782626522672807,8.491330836718793 46.801697662425980,8.467958148351189 46.803436506143449,8.462269669656804 46.784363120586853,8.485627118460988 46.782626522672807))"
355,"POLYGON ((8.491330836718793 46.801697662425980,8.497040737465186 46.820775657686333,8.473652793939669 46.822516750242841,8.467958148351189 46.803436506143449,8.491330836718793 46.801697662425980))"
356,"POLYGON ((8.514710269499876 46.799953444336680,8.520435426000160 46.819029184011725,8.497040737465186 46.820775657686333,8.491330836718793 46.801697662425980,8.514710269499876 46.799953444336680))"
357,"POLYGON ((8.423291590779424 46.573297270261520,8.428927917066389 46.592292810540052,8.405722010906358 46.594007116467694,8.400100754052968 46.575009363504520,8.423291590779424 46.573297270261520))"
358,"POLYGON ((8.446489164225490 46.571579882934586,8.452140560624795 46.590573203884624,8.428927917066389 46.592292810540052,8.423291590779424 46.573297270261520,8.446489164225490 46.571579882934586))"
359,"POLYGON ((8.371316516830209 46.557723103180500,8.376916664564396 46.576716166682829,8.353739332818440 46.578417683821364,8.348154237748052 46.559422423881117,8.371316516830209 46.557723103180500))"
360,"POLYGON ((7.192485396134979 45.887397885287818,7.197235812271000 45.906203947899144,7.174932579511885 45.907609268599124,7.170196574974560 45.888801390018948,7.192485396134979 45.887397885287818))"
361,"POLYGON ((6.748675542814011 46.490971797930165,6.753195457448237 46.510037228659996,6.730643027842880 46.511368391039682,6.726137928596794 46.492301233580200,6.748675542814011 46.490971797930165))"
362,"POLYGON ((6.663030415161955 46.515332290380393,6.667495918833287 46.534411702331916,6.644958482016412 46.535724857976689,6.640507800741377 46.516643742071984,6.663030415161955 46.515332290380393))"
363,"POLYGON ((6.703607752076401 46.493625741312272,6.708098038033971 46.512694619219680,6.685560497364195 46.514015917548846,6.681085022577452 46.494945325470866,6.703607752076401 46.493625741312272))"
364,"POLYGON ((6.631620898040305 46.478502855539134,6.636061941871104 46.497569740467668,6.613561609241652 46.498874580016839,6.609135354624716 46.479806002036653,6.631620898040305 46.478502855539134))"
365,"POLYGON ((6.617992663402291 46.517950276985658,6.622428524449515 46.537033090570958,6.599906055436136 46.538336404485506,6.595485012430228 46.519251899487827,6.617992663402291 46.517950276985658))"
366,"POLYGON ((6.055370732067907 46.221541210518311,6.059406154009637 46.240537676139958,6.037299666426975 46.241707751876127,6.033278748097009 46.222709767363725,6.055370732067907 46.221541210518311))"
367,"POLYGON ((6.131561061761596 46.159892010727702,6.135641311264807 46.178860749822135,6.113547790347730 46.180045099768449,6.109482009304381 46.161074823948347,6.131561061761596 46.159892010727702))"
368,"POLYGON ((6.643722890739795 46.924177873895083,6.648215977471513 46.943414770876252,6.625401363063965 46.944739013441932,6.620923419121297 46.925500395134613,6.643722890739795 46.924177873895083))"
369,"POLYGON ((6.762402296570121 46.936717886246107,6.766976133669757 46.955953136801035,6.744108632997460 46.957304374123460,6.739549965373486 46.938067367646575,6.762402296570121 46.936717886246107))"
370,"POLYGON ((6.766976133669757 46.955953136801035,6.771554982732903 46.975195441469211,6.748672296543348 46.976548437114140,6.744108632997460 46.957304374123460,6.766976133669757 46.955953136801035))"
371,"POLYGON ((6.895780887129215 47.104576138138881,6.900461391203790 47.123867603154139,6.877426560658978 47.125255283821211,6.872761379320053 47.105962014976313,6.895780887129215 47.104576138138881))"
372,"POLYGON ((7.099450179700843 47.170452976170338,7.104274491774789 47.189757757134508,7.081118466587050 47.191194166931709,7.076309557348381 47.171887519406091,7.099450179700843 47.170452976170338))"
373,"POLYGON ((7.071505933419258 47.152587865944120,7.076309557348381 47.171887519406091,7.053176365433925 47.173316867454666,7.048388126254461 47.154015356589163,7.071505933419258 47.152587865944120))"
374,"POLYGON ((7.106083509553462 46.915865840174092,7.110885126898588 46.935073974067237,7.087905910098255 46.936501691717183,7.083119491322478 46.917291704521574,7.106083509553462 46.915865840174092))"
375,"POLYGON ((7.173787059163062 47.185417272300995,7.178662949060330 47.204723394792779,7.155469263718989 47.206177325790932,7.150608798241973 47.186869314273231,7.173787059163062 47.185417272300995))"
376,"POLYGON ((7.220165745372198 47.182497525041072,7.225072489257075 47.201799849535533,7.201864027651864 47.203264237522845,7.196972711611986 47.183960010704070,7.220165745372198 47.182497525041072))"
377,"POLYGON ((7.636306607799037 47.057491232328005,7.641478367663157 47.076721489740031,7.618208713834798 47.078275979207326,7.613052329685379 47.059043706059263,7.636306607799037 47.057491232328005))"
378,"POLYGON ((7.451422221093694 46.893860133160722,7.456452020418138 46.913039682016880,7.433363325385391 46.914544867965468,7.428348749378424 46.895363367474808,7.451422221093694 46.893860133160722))"
379,"POLYGON ((7.443408911920731 46.952928808540683,7.448439939305686 46.972131243099696,7.425312711213364 46.973637085150820,7.420296953447263 46.954432697585133,7.443408911920731 46.952928808540683))"
380,"POLYGON ((7.146047229215976 46.796489604911557,7.150862823337430 46.815650026655220,7.127952514779588 46.817081960282408,7.123152029202387 46.797919680895049,7.146047229215976 46.796489604911557))"
381,"POLYGON ((6.811773483857077 46.467900765161851,6.816332918186826 46.486953880093722,6.793773046969236 46.488298125520330,6.789228418749177 46.469243267366807,6.811773483857077 46.467900765161851))"
382,"POLYGON ((6.834325947190264 46.466553323995953,6.838900189660428 46.485604689415538,6.816332918186826 46.486953880093722,6.811773483857077 46.467900765161851,6.834325947190264 46.466553323995953))"
383,"POLYGON ((7.088666790166475 46.567113480512738,7.093419991639462 46.586189394043863,7.070689947283126 46.587599202110013,7.065951666152119 46.568521461055653,7.088666790166475 46.567113480512738))"
384,"POLYGON ((7.093419991639462 46.586189394043863,7.098178348867757 46.605272363930027,7.075433368609279 46.606684002010233,7.070689947283126 46.587599202110013,7.093419991639462 46.586189394043863))"
385,"POLYGON ((6.919981108570160 46.442076867316018,6.924609595011173 46.461114083431198,6.902027632694605 46.462481323575481,6.897413946907040 46.443442335159972,6.919981108570160 46.442076867316018))"
386,"POLYGON ((6.874854143911985 46.444802853097485,6.879453031007891 46.463843607513979,6.856885799371130 46.465200939551160,6.852301708986941 46.446158425428770,6.874854143911985 46.444802853097485))"
387,"POLYGON ((7.033909029271552 46.069511285730194,7.038574478693215 46.088397562207476,7.016205621819206 46.089775268806093,7.011554701538525 46.070887209832399,7.033909029271552 46.069511285730194))"
388,"POLYGON ((7.479308592327686 46.291037449144696,7.484290246451847 46.309984173937472,7.461609102641996 46.311470185312317,7.456642202285082 46.292521538714738,7.479308592327686 46.291037449144696))"
389,"POLYGON ((7.456642202285082 46.292521538714738,7.461609102641996 46.311470185312317,7.438935060640189 46.312951168509457,7.433982912539763 46.294000606462149,7.456642202285082 46.292521538714738))"
390,"POLYGON ((7.618208041947724 46.552366678688564,7.623310384148609 46.571405784938911,7.600399775422909 46.572934356674054,7.595312405800366 46.553893272295689,7.618208041947724 46.552366678688564))"
391,"POLYGON ((7.641110759304293 46.550834956748488,7.646228075450513 46.569872078383675,7.623310384148609 46.571405784938911,7.618208041947724 46.552366678688564,7.641110759304293 46.550834956748488))"
392,"POLYGON ((7.666403828552798 46.471693491802100,7.671528912208588 46.490698654623920,7.648656899728121 46.492234669209509,7.643546731070389 46.473227519599583,7.666403828552798 46.471693491802100))"
393,"POLYGON ((7.661284269990528 46.452695327924367,7.666403828552798 46.471693491802100,7.643546731070389 46.473227519599583,7.638442072154244 46.454227371627624,7.661284269990528 46.452695327924367))"
394,"POLYGON ((7.676659529344535 46.509710813834388,7.681795688363766 46.528729966866507,7.658893799745055 46.530269963124894,7.653772586492506 46.511248817905688,7.676659529344535 46.509710813834388))"
395,"POLYGON ((7.658893799745055 46.530269963124894,7.664020547883770 46.549298102292227,7.641110759304293 46.550834956748488,7.635998971015101 46.531804829175407,7.658893799745055 46.530269963124894))"
396,"POLYGON ((7.664020547883770 46.549298102292227,7.669152839323190 46.568333232821246,7.646228075450513 46.569872078383675,7.641110759304293 46.550834956748488,7.664020547883770 46.549298102292227))"
397,"POLYGON ((7.745362609369863 46.505066017613565,7.750543613532812 46.524079155178200,7.727620605273493 46.525634567054603,7.722454550779943 46.506619417845975,7.745362609369863 46.505066017613565))"
398,"POLYGON ((7.740187193244088 46.486059865716214,7.745362609369863 46.505066017613565,7.722454550779943 46.506619417845975,7.717294068944221 46.487611257031134,7.740187193244088 46.486059865716214))"
399,"POLYGON ((7.893505144005932 46.533646352710470,7.898787258284997 46.552661214337107,7.875792322067369 46.554251679122899,7.870525195503134 46.535234761271745,7.893505144005932 46.533646352710470))"
400,"POLYGON ((7.888228727170118 46.514638454978765,7.893505144005932 46.533646352710470,7.870525195503134 46.535234761271745,7.865263750992612 46.516224810100056,7.888228727170118 46.514638454978765))"
401,"POLYGON ((7.765326474320486 45.983720031041067,7.770461357135445 46.002529933181194,7.747887967643756 46.004066882740425,7.742767636121566 45.985254997296153,7.765326474320486 45.983720031041067))"
402,"POLYGON ((7.747887967643756 46.004066882740425,7.753013761219062 46.022885801201276,7.730432733363108 46.024419731788491,7.725321504592284 46.005598833636874,7.747887967643756 46.004066882740425))"
403,"POLYGON ((7.793041663439910 46.000987980941041,7.798196590462026 46.019802921114795,7.775601716800578 46.021346865650628,7.770461357135445 46.002529933181194,7.793041663439910 46.000987980941041))"
404,"POLYGON ((8.183762096369529 46.726790985901481,8.189259096966174 46.745861037708337,8.166029006046895 46.747527063973997,8.160547173704112 46.728454858637505,8.183762096369529 46.726790985901481))"
405,"POLYGON ((8.206983887362208 46.725121821290145,8.212496057085497 46.744189712905538,8.189259096966174 46.745861037708337,8.183762096369529 46.726790985901481,8.206983887362208 46.725121821290145))"
406,"POLYGON ((8.224691177039499 46.704388535601161,8.230212536174738 46.723447360697733,8.206983887362208 46.725121821290145,8.201477682652222 46.706060832266225,8.224691177039499 46.704388535601161))"
407,"POLYGON ((8.177010508537785 46.785692188705553,8.182510196804277 46.804785102462766,8.159241389858948 46.806452292383788,8.153756915803511 46.787357223019463,8.177010508537785 46.785692188705553))"
408,"POLYGON ((7.998235907918581 46.739954141341940,8.003611588602324 46.759041235154918,7.980436828603868 46.760665021731285,7.975076308472242 46.741575827554122,7.998235907918581 46.739954141341940))"
409,"POLYGON ((8.021402459251414 46.738327196301498,8.026793301519767 46.757412183117317,8.003611588602324 46.759041235154918,7.998235907918581 46.739954141341940,8.021402459251414 46.738327196301498))"
410,"POLYGON ((8.026793301519767 46.757412183117317,8.032189993043142 46.776504092876330,8.008993102908970 46.778135254767733,8.003611588602324 46.759041235154918,8.026793301519767 46.757412183117317))"
411,"POLYGON ((8.049981956940155 46.755777861464587,8.055393826686764 46.774867654724602,8.032189993043142 46.776504092876330,8.026793301519767 46.757412183117317,8.049981956940155 46.755777861464587))"
412,"POLYGON ((8.046130328517425 46.658803729075736,8.051528064249347 46.677856785433974,8.028393037613919 46.679487916956816,8.023010403209828 46.660432751779936,8.046130328517425 46.658803729075736))"
413,"POLYGON ((8.074670008585931 46.676220402529204,8.080088706993681 46.695278268866161,8.056931644805193 46.696916770065855,8.051528064249347 46.677856785433974,8.074670008585931 46.676220402529204))"
414,"POLYGON ((8.069257170528992 46.657169461599452,8.074670008585931 46.676220402529204,8.051528064249347 46.677856785433974,8.046130328517425 46.658803729075736,8.069257170528992 46.657169461599452))"
415,"POLYGON ((8.120974608835175 46.672931866088000,8.126423545840767 46.691985475965630,8.103252677476235 46.693634505539727,8.097818860245289 46.674578764119666,8.120974608835175 46.672931866088000))"
416,"POLYGON ((8.144137243949496 46.671279704322387,8.149601301661335 46.690331176028451,8.126423545840767 46.691985475965630,8.120974608835175 46.672931866088000,8.144137243949496 46.671279704322387))"
417,"POLYGON ((8.013866159617201 46.544631037162404,8.019229012182919 46.563642466798285,7.996184361276355 46.565260988140729,7.990836517293944 46.546247466751360,8.013866159617201 46.544631037162404))"
418,"POLYGON ((7.990836517293944 46.546247466751360,7.996184361276355 46.565260988140729,7.973146632244276 46.566874301739709,7.967813795792599 46.547858695152293,7.990836517293944 46.546247466751360))"
419,"POLYGON ((7.996184361276355 46.565260988140729,8.001537981686470 46.584281456887972,7.978485229714132 46.585896858510992,7.973146632244276 46.566874301739709,7.996184361276355 46.565260988140729))"
420,"POLYGON ((8.024597656579992 46.582660840957629,8.029972101597251 46.601686156961570,8.006897387291659 46.603308870318109,8.001537981686470 46.584281456887972,8.024597656579992 46.582660840957629))"
421,"POLYGON ((8.001537981686470 46.584281456887972,8.006897387291659 46.603308870318109,7.983829596948053 46.604926362795027,7.978485229714132 46.585896858510992,8.001537981686470 46.584281456887972))"
422,"POLYGON ((7.978485229714132 46.585896858510992,7.983829596948053 46.604926362795027,7.960768740838371 46.606538638511573,7.955439410915358 46.587507049942310,7.978485229714132 46.585896858510992))"
423,"POLYGON ((7.950115835319544 46.568482411707222,7.955439410915358 46.587507049942310,7.932400535528714 46.589112035302939,7.927091980721223 46.570085322160622,7.950115835319544 46.568482411707222))"
424,"POLYGON ((7.914667872339381 46.609747556167591,7.919972863034231 46.628790246896408,7.896917821631183 46.630388964502480,7.891627880424770 46.611344206372550,7.914667872339381 46.609747556167591))"
425,"POLYGON ((7.937714829220722 46.608145701592406,7.943034870517193 46.627186318353985,7.919972863034231 46.628790246896408,7.914667872339381 46.609747556167591,7.937714829220722 46.608145701592406))"
426,"POLYGON ((7.919972863034231 46.628790246896408,7.925283594578957 46.647839888222812,7.902213488190016 46.649440676033798,7.896917821631183 46.630388964502480,7.919972863034231 46.628790246896408))"
427,"POLYGON ((7.907514888812189 46.668499338275730,7.912822032225766 46.687564948525733,7.889728728965511 46.689164658643435,7.884436680482406 46.670096979157151,7.907514888812189 46.668499338275730))"
428,"POLYGON ((7.884436680482406 46.670096979157151,7.889728728965511 46.689164658643435,7.866642415665869 46.690759146392075,7.861365460978151 46.671689404253648,7.884436680482406 46.670096979157151))"
429,"POLYGON ((7.902213488190016 46.649440676033798,7.907514888812189 46.668499338275730,7.884436680482406 46.670096979157151,7.879150359244048 46.651036250482001,7.902213488190016 46.649440676033798))"
430,"POLYGON ((7.838301240546804 46.673276617727851,7.843563102593841 46.692348415937992,7.820490800002441 46.693932471452875,7.815244029421771 46.674858623747710,7.838301240546804 46.673276617727851))"
431,"POLYGON ((7.820490800002441 46.693932471452875,7.825743259811563 46.713013275628590,7.802662872076088 46.714594166984554,7.797425518130677 46.695511317113770,7.820490800002441 46.693932471452875))"
432,"POLYGON ((7.737969466102237 46.563685820297188,7.743152289413159 46.582721919124047,7.720191373328963 46.584278220110590,7.715023544689352 46.565240107952214,7.737969466102237 46.563685820297188))"
433,"POLYGON ((7.702395911915303 46.604876465465281,7.707559906977680 46.623930548694240,7.684583057839787 46.625480546539357,7.679434085845159 46.606424457560351,7.702395911915303 46.604876465465281))"
434,"POLYGON ((7.684583057839787 46.625480546539357,7.689737606959353 46.644543616417835,7.666752787041665 46.646090453484156,7.661613275207833 46.627025381660317,7.684583057839787 46.625480546539357))"
435,"POLYGON ((7.679434085845159 46.606424457560351,7.684583057839787 46.625480546539357,7.661613275207833 46.627025381660317,7.656479324968051 46.607967293451388,7.679434085845159 46.606424457560351))"
436,"POLYGON ((7.651350927863124 46.588916191486632,7.656479324968051 46.607967293451388,7.633531639341810 46.609504977327980,7.628418247145264 46.590451885352799,7.651350927863124 46.588916191486632))"
437,"POLYGON ((7.671897868945432 46.665162506281959,7.677048529411754 46.684241537401086,7.654040668790233 46.685787208389208,7.648905075420845 46.666706176424213,7.671897868945432 46.665162506281959))"
438,"POLYGON ((7.648905075420845 46.666706176424213,7.654040668790233 46.685787208389208,7.631039898837828 46.687327705457221,7.625919371229656 46.668244679184163,7.648905075420845 46.666706176424213))"
439,"POLYGON ((7.717904683573639 46.662059647030503,7.723085482163349 46.681134656829151,7.700063470581210 46.682690688282712,7.694897741701642 46.663613664551086,7.717904683573639 46.662059647030503))"
440,"POLYGON ((7.746114554008856 46.679573438840684,7.751316057432023 46.698653395608432,7.728271899013023 46.700216636822859,7.723085482163349 46.681134656829151,7.746114554008856 46.679573438840684))"
441,"POLYGON ((7.733463942692876 46.719305584328012,7.738661621790047 46.738401496649281,7.715594307441566 46.739963586328201,7.710411744894504 46.720865651856954,7.733463942692876 46.719305584328012))"
442,"POLYGON ((7.710411744894504 46.720865651856954,7.715594307441566 46.739963586328201,7.692534067364055 46.741520473984586,7.687366620086432 46.722420523934304,7.710411744894504 46.720865651856954))"
443,"POLYGON ((7.664328578442883 46.723970204772684,7.669480911751292 46.743072163834888,7.646434850782919 46.744618660100848,7.641297630123965 46.725514698589940,7.664328578442883 46.723970204772684))"
444,"POLYGON ((7.641297630123965 46.725514698589940,7.646434850782919 46.744618660100848,7.623395894624418 46.746159967009376,7.618273785275659 46.727054009609176,7.641297630123965 46.725514698589940))"
